,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
213930,Miliusa concinna Ridl.,Polyalthia evecta (Pierre) Finet & Gagnep.,Polyalthia evecta (Pierre) Finet & Gagnep.,Polyalthia evecta (Pierre) Finet & Gagnep.,Polyalthia evecta (Pierre) Finet & Gagnep.,Polyalthia suberosa (Roxb.) Thwaites,Polyalthia suberosa (Roxb.) Thwaites
214040,Melodorum cylindricum Maingay ex Hook.f. & Thomson,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe prismatica (Hook.f. & Thomson) Merr.,Pyramidanthe cylindrica (Maingay ex Hook.f. & Thomson) Bangk. & Chaowasku,Pyramidanthe cylindrica (Maingay ex Hook.f. & Thomson) Bangk. & Chaowasku
215985,Sophia carolina L.,Pachira nitida Kunth,Pachira nitida Kunth,Pachira nitida Kunth,Pachira nitida Kunth,Pachira aquatica Aubl.,Pachira aquatica Aubl.
216210,Cereus colombianus (Rose) Vaupel,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus lanuginosus (L.) Byles & G.D.Rowley,Pilosocereus colombianus (Rose) Byles & G.D.Rowley,Pilosocereus colombianus (Rose) Byles & G.D.Rowley
216704,Icica insignis Triana & Planch.,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium sagotianum Marchand,Protium insigne (Triana & Planch.) Engl.,Protium insigne (Triana & Planch.) Engl.
216833,Parodia echinopsoides F.H.Brandt,Parodia procera F.Ritter,Parodia procera F.Ritter,Parodia procera F.Ritter,Parodia procera F.Ritter,Parodia columnaris Cárdenas,Parodia columnaris Cárdenas
218671,Rungia muralis Royle ex Nees,Rungia pectinata (L.) Nees,Rungia pectinata (L.) Nees,Rungia pectinata (L.) Nees,Rungia pectinata (L.) Nees,Rungia muralis Royle ex Nees,Rungia muralis Royle ex Nees
218728,Ruellia muelleri var. grandiflora (Leonard) Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia muelleri Tharp & F.A.Barkley,Ruellia ciliatiflora Hook.,Ruellia ciliatiflora Hook.
218924,Phellopterus jonesii (J.M.Coult. & Rose) Rydb.,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri (M.E.Jones) Mathias
218927,Rhysopterus jonesii J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri (M.E.Jones) Mathias
220900,Helianthemum racemosum (L.) Pau,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Helianthemum violaceum subsp. violaceum,Helianthemum violaceum (Cav.) Pers.
220909,Helianthemum heterodoxum Dunal,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria echioides (Lam.) Willk.,Tuberaria echioides (Lam.) Willk.
220920,Helianthemum guttatum proles bupleurifolium (Lam.) Rouy & Foucaud,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.,Tuberaria bupleurifolia (Lam.) Willk.
220928,Helianthemum guttatum subsp. bupleurifolium (Lam.) Cout.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.,Tuberaria bupleurifolia (Lam.) Willk.
220931,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill.
220934,Helianthemum guttatum var. bupleurifolium (Lam.) Batt. & Trab.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.,Tuberaria bupleurifolia (Lam.) Willk.
220968,Tuberaria guttata subsp. bupleurifolia (Lam.) Mendonça & Vasc.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.,Tuberaria bupleurifolia (Lam.) Willk.
224873,Tetrastemma pedunculosum Diels,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis pedunculosa (Diels) Robyns & Ghesq.,Uvariopsis pedunculosa (Diels) Robyns & Ghesq.
224974,Urtica parviflora Roxb.,Urtica ardens Link,Urtica ardens Link,Urtica ardens Link,Urtica ardens Link,Urtica parviflora Roxb.,Urtica parviflora Roxb.
225111,Ulmus campestris var. sarniensis Loudon,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
225543,Capsicum stenophyllum C.V.Morton & Standl.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia meiantha (Donn.Sm.) Hunz.,Witheringia meiantha (Donn.Sm.) Hunz.
225558,Viola × holmiana House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × holmiana House,Viola × holmiana House
225559,Viola × marylandica House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × marylandica House,Viola × marylandica House
226008,Vicia uncinata Desv.,Vicia pannonica Crantz,Vicia pannonica Crantz,Vicia pannonica Crantz,Vicia pannonica Crantz,Vicia sativa subsp. nigra Ehrh.,Vicia sativa L.
226247,Verbascum valentinum Burnat & Barbey,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum thapsus subsp. thapsus,Verbascum thapsus L.
226325,Verbascum macranthum Hoffmanns. & Link,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link
226745,Glycosmis africana Hook.f. ex Benth.,"Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal",Vepris africana (Hook.f. ex Benth.) O.Lachenaud & Onana,Vepris africana (Hook.f. ex Benth.) O.Lachenaud & Onana
226925,Celsia cretica var. cavanillesii (Kunze) Ball,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.,Verbascum erosum Cav.
226928,Celsia cavanillesii Kunze,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.,Verbascum erosum Cav.
227168,Cordia aubletii DC.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi,Varronia spinescens (L.) Borhidi
227173,Varronia martinicensis Aubl.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi,Varronia spinescens (L.) Borhidi
227225,Altamiranoa squamulosa (S.Watson) E.Walther,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia squamulosa (S.Watson) Rose,Villadia squamulosa (S.Watson) Rose
227357,Viburnum lobophyllum var. silvestrii Pamp.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum lobophyllum Graebn.,Viburnum lobophyllum Graebn.
227358,Viburnum adenophorum W.W.Sm.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder,Viburnum hupehense Rehder
227361,Viburnum hupehense subsp. septentrionale P.S.Hsu,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder,Viburnum hupehense Rehder
227363,Viburnum hupehense Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder,Viburnum hupehense Rehder
227365,Viburnum lobophyllum Graebn.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum lobophyllum Graebn.,Viburnum lobophyllum Graebn.
227366,Viburnum dasyanthum Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum dasyanthum Rehder,Viburnum dasyanthum Rehder
227368,Viburnum wilsonii Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder,Viburnum hupehense Rehder
227374,Viburnum harryanum Rehder,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum harryanum Rehder,Viburnum harryanum Rehder
228373,Viola pratincola Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola pratincola Greene,Viola pratincola Greene
228374,Viola prionosepala Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola cucullata Aiton,Viola cucullata Aiton
228380,Viola nepetifolia Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola affinis Leconte,Viola affinis Leconte
228384,Viola septentrionalis var. grisea Fernald,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola grisea (Fernald) H.E.Ballard,Viola grisea (Fernald) H.E.Ballard
228394,Viola discurrens Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola canadensis L.,Viola canadensis L.
228501,Viola × dimissa House,Viola × redacta House,Viola × redacta House,Viola × redacta House,Viola × redacta House,Viola × dimissa House,Viola × dimissa House
228615,Viola pesneaui J.Lloyd,Viola hispida Lam.,Viola hispida Lam.,Viola hispida Lam.,Viola hispida Lam.,Viola tricolor subsp. curtisii (E.Forst.) Syme,Viola tricolor L.
228666,Viola suecica Fr.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola suecica Fr.,Viola suecica Fr.
228719,Viola muhlenbergii var. pubescens A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.,Viola adunca Sm.
228720,Viola muhlenbergiana var. albiflora Hook.,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.,Viola adunca Sm.
228722,Viola muhlenbergii var. albiflora (Hook.) Torr. & A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.,Viola adunca Sm.
228731,Viola denticulosa Pollard,Viola lanceolata L.,Viola lanceolata L.,Viola lanceolata L.,Viola lanceolata L.,Viola vittata Greene,Viola vittata Greene
228746,Viola clandestina Pursh,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola rotundifolia Michx.,Viola rotundifolia Michx.
228803,Viola × dissena House,Viola × hollickii House,Viola × hollickii House,Viola × hollickii House,Viola × hollickii House,Viola × dissena House,Viola × dissena House
228979,Viola rugosa Small,Viola villosa Walter,Viola villosa Walter,Viola villosa Walter,Viola villosa Walter,Viola primulifolia var. primulifolia,Viola primulifolia L.
228982,Viola planifolia Greene,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola cucullata Aiton,Viola cucullata Aiton
229040,Viola thompsoniae Chapm.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola odorata subsp. odorata,Viola odorata L.
229051,Viola papilionacea Pursh,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola affinis Leconte,Viola affinis Leconte
229942,Viola alba var. dehnhardtii (Ten.) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.,Viola dehnhardtii Ten.
229947,Viola dehnhardtii var. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.,Viola dehnhardtii Ten.
229948,Viola dehnhardtii f. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.,Viola dehnhardtii Ten.
229949,Viola dehnhardtii subvar. cadevallii (Pau) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.,Viola dehnhardtii Ten.
229951,Viola hirta subsp. dehnhardtii (Ten.) Arcang.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.,Viola dehnhardtii Ten.
229967,Viola tricolor var. polychroma (A.Kern.) Gams,Viola L.,Viola L.,Viola L.,,Viola tricolor subsp. subalpina Gaudin,Viola tricolor L.
230509,Valeriana rotundifolia var. tripartita Gamisans,Valeriana montana L.,Valeriana montana L.,Valeriana montana L.,Valeriana montana L.,Valeriana tripartita (Gamisans) J.-M.Tison,Valeriana tripartita (Gamisans) J.-M.Tison
231629,Zaleya pentandra var. rubra (Blatt. & Hallb.) M.R.Almeida,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya decandra (L.) Burm.f.,Zaleya decandra (L.) Burm.f.
231730,"Fagara rhoifolia var. niederleinii (Engl.) Najera, Galdeano & Escal.",Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum petiolare A.St.-Hil. & Tul.,Zanthoxylum petiolare A.St.-Hil. & Tul.
232684,Acacia tortuosa var. glabrior Hook.f.,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia rorudiana (Christoph.) Seigler & Ebinger,Vachellia rorudiana (Christoph.) Seigler & Ebinger
233313,Erysimum pyrenaicum (L.) Vill.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium chrysanthum Jord.,Sisymbrium chrysanthum Jord.
234710,Schinus andina var. subtridentata (Kuntze) F.A.Barkley,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus subtridentata (Kuntze) Silva-Luz,Schinus subtridentata (Kuntze) Silva-Luz
234712,Schinus huigan var. subtridentata Kuntze,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus subtridentata (Kuntze) Silva-Luz,Schinus subtridentata (Kuntze) Silva-Luz
234899,Arthrocnemum ambiguum (Michx.) Moq.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia ambigua Michx.,Salicornia ambigua Michx.
235146,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.
235147,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.
235148,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.
235850,Sedum triangulosepalum T.S.Liu & N.J.Chung,Sedum microsepalum Hayata,Sedum microsepalum Hayata,Sedum microsepalum Hayata,Sedum microsepalum Hayata,Sedum triangulisepalum T.S.Liu & N.J.Chung ex T.C.Hsu & S.W.Chung,Sedum triangulisepalum T.S.Liu & N.J.Chung ex T.C.Hsu & S.W.Chung
235918,Sedum taiwanianum S.S.Ying,Sedum nokoense Yamam.,Sedum nokoense Yamam.,Sedum nokoense Yamam.,Sedum nokoense Yamam.,Sedum taiwanianum S.S.Ying,Sedum taiwanianum S.S.Ying
236647,Sagina apetala var. melanopotamica Speg.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina procumbens subsp. procumbens,Sagina procumbens L.
236649,Sagina apetala var. paludosa Speg.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina procumbens subsp. procumbens,Sagina procumbens L.
236650,Sagina filicaulis Jord.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina apetala Ard.,Sagina filicaulis Jord.,Sagina filicaulis Jord.
236772,Spergularia nobreana Samp.,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Spergularia media subsp. media,Spergularia media (L.) C.Presl
236781,Melandrium nyalamense L.H.Zhou,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene cashmeriana (Royle ex Benth.) Majumdar,Silene nyalamensis (L.H.Zhou) Lidén,Silene nyalamensis (L.H.Zhou) Lidén
238233,Silene neglecta Ten.,Silene nocturna subsp. nocturna,Silene nocturna subsp. nocturna,Silene nocturna subsp. nocturna,Silene nocturna L.,Silene neglecta Ten.,Silene neglecta Ten.
238298,Silene sericea var. apetala (Willd.) Knoche,Silene nocturna L.,Silene nocturna L.,Silene nocturna L.,Silene nocturna L.,Silene apetala Willd.,Silene apetala Willd.
238638,Sedum uniflorum Hook. & Arn.,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum sasakii Hayata,Sedum ryukyuense Takuro Ito,Sedum ryukyuense Takuro Ito
239121,Swartzia acutifolia var. parvipetala R.S.Cowan,Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,Swartzia acutifolia Vogel,Swartzia parvipetala (R.S.Cowan) Mansano,Swartzia parvipetala (R.S.Cowan) Mansano
239471,Leucadendron salignum R.Br.,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron salignum P.J.Bergius,Leucadendron xanthoconus (Kuntze) K.Schum.,Leucadendron xanthoconus (Kuntze) K.Schum.
239724,Euparea lanceola Baudo,"Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis.","Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis."
239732,Anagallis alternifolia f. erecta R.Knuth,"Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia amoena (Sol. ex Gaertn.) Hassemer, Funez & R.Trevis.","Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis.","Lysimachia lanceola (Baudo) Hassemer, Funez & R.Trevis."
239795,Lasiodiscus chevalieri Hutch.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii Engl.,Lasiodiscus mildbraedii Engl.,Lasiodiscus chevalieri Hutch.,Lasiodiscus chevalieri Hutch.
240208,Statice reticulata Gouan,Limonium virgatum (Willd.) Fourr.,Limonium virgatum (Willd.) Fourr.,Limonium virgatum (Willd.) Fourr.,Limonium virgatum (Willd.) Fourr.,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon
240612,Statice ciliata (Lange) Rothm.,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Armeria ciliata (Lange) Nieto Fel.,Armeria ciliata (Lange) Nieto Fel.
240691,Statice dodartii Girard,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium binervosum (G.E.Sm.) C.E.Salmon,Limonium dodartii (Girard) Kuntze,Limonium dodartii (Girard) Kuntze
240931,Solanum ridleyanum Wernham,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes moszkowskii (Bitter) Bitter,Lycianthes impar (Warb.) Bitter,Lycianthes impar (Warb.) Bitter
241752,Lamourouxia linearis Benth.,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia tenuifolia M.Martens & Galeotti,Lamourouxia dasyantha (Cham. & Schltdl.) W.R.Ernst,Lamourouxia dasyantha (Cham. & Schltdl.) W.R.Ernst
241803,Linaria glutinosa proles ficalhoana (Rouy) Samp.,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata subsp. glutinosa (Hoffmanns. & Link) D.A.Sutton,Linaria bipunctata (L.) Chaz.,Linaria ficalhoana Rouy,Linaria ficalhoana Rouy
