,taxon_name_w_authors,v12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
count,1402,1402,1402,1402,1401,1402,1402
unique,1402,591,591,587,584,679,664
top,Mesembryanthemum lacunatum N.E.Br.,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.,Eria stellata Lindl.,Puccinellia capillaris (Lilj.) Jansen
freq,1,27,27,27,27,21,21
