,taxon_name_w_authors,v12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
18335,Passiflora foetida var. riparia (C.Wright ex Griseb.) Killip,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata Aiton,Passiflora wrightiana H.T.Svoboda,Passiflora wrightiana H.T.Svoboda
19877,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana Santa & Simonn.
22111,Lomandra micrantha var. sororia (Benth.) H.B.Will.,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha (Endl.) Ewart,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra oreophila B.J.Conn & A.L.Quirico
22112,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha (Endl.) Ewart,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra oreophila B.J.Conn & A.L.Quirico
22340,Polygala ariadnae Bernardi,Polygala mandonii Chodat,Polygala mandonii Chodat,Senega mandonii (Chodat) J.F.B.Pastore,Senega mandonii (Chodat) J.F.B.Pastore,Senega gracilis (Kunth) J.F.B.Pastore,Senega gracilis (Kunth) J.F.B.Pastore
22911,Gonostegia concinna (Wight) Miq.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. wightii,Gonostegia wightii (Benn.) Pusalkar & Ingle
22922,Phenax concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. wightii,Gonostegia wightii (Benn.) Pusalkar & Ingle
22923,Memorialis ternata var. concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. wightii,Gonostegia wightii (Benn.) Pusalkar & Ingle
22924,Memorialis concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii var. wightii,Gonostegia wightii (Benn.) Pusalkar & Ingle
23097,Paraspalathus simsiana (Eckl. & Zeyh.) C.Presl,Aspalathus araneosa L.,Aspalathus araneosa L.,Aspalathus araneosa L.,Aspalathus araneosa L.,Aspalathus callosa L.,Aspalathus callosa L.
23151,Polygala alba var. bicolor (Kunth) Chodat,Polygala alba Nutt.,Polygala alba Nutt.,Senega alba (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega alba (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega ambigua (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega ambigua (Nutt.) J.F.B.Pastore & J.R.Abbott
23396,Pleione cycnoches (C.S.P.Parish & Rchb.f.) Kuntze,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.
23952,Rosa pugetii var. thomasii (Puget ex Cottet) Heinr.Braun,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa abietina Gren. ex Christ,Rosa abietina Gren. ex Christ
24854,Rosa × cottetii var. aberrans (Wolley-Dod) P.V.Heath,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × aberrans Wolley-Dod,Rosa × aberrans Wolley-Dod
25172,Mesembryanthemum floriferum N.E.Br.,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia pillansii (L.Bolus) Klak & P.C.van Wyk,Eberlanzia pillansii (L.Bolus) Klak & P.C.van Wyk
25389,Juncus bufonius subsp. minutulus Soó,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus bufonius L.,Juncus bufonius L.
25632,Rosa × hibernica f. wilsonii (Borrer) Wolley-Dod,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × andrzeiowskii Steven ex Besser,Rosa × andrzeiowskii Steven ex Besser
25676,Phalaenopsis cornu-cervi f. borneensis (Garay) O.Gruss & M.Wolff,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis pantherina Rchb.f.,Phalaenopsis pantherina Rchb.f.
25876,Hepatica nobilis f. rhodantha (Fernald) Steyerm.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana var. americana,Hepatica americana (DC.) Ker Gawl.
28824,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum merrillii Christ,Hymenophyllum merrillii Christ
29200,Brachypodium pinnatum f. cespitosum (Host) Bolzon,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29270,Brachypodium pinnatum proles cespitosum (Host) Rouy,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29271,Brachypodium pinnatum subsp. cespitosum (Host) Hack.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29272,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29273,Brachypodium pinnatum var. cespitosum (Host) Mert. & W.D.J.Koch,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29431,Covellia conglomerata (Roxb.) Miq.,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata Buch.-Ham. ex Sm.,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata Buch.-Ham. ex Sm.
29509,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata Buch.-Ham. ex Sm.,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata Buch.-Ham. ex Sm.
30468,Cephalomanes insigne var. makinoi (C.Chr.) Sa.Kurata,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes makinoi C.Chr.,Trichomanes makinoi C.Chr.
30520,Cinnamomum camphora f. cyclophyllum (Nakai) M.Kim,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora (L.) J.Presl,Camphora officinarum Boerh. ex Fabr.,Camphora officinarum Boerh. ex Fabr.,Camphora officinarum var. officinarum,Camphora officinarum Boerh. ex Fabr.
30675,Potentilla taurica var. tutuiatuensis (Prodan) Borza,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla astracanica subsp. astracanica,Potentilla astracanica Jacq.
30900,Rosa × dumetorum var. hemitricha (Ripart ex Déségl.) Heinr.Braun,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30906,Rosa canina f. hemitricha (Ripart ex Déségl.) Popek,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30907,Rosa urbica var. hemitricha (Ripart ex Déségl.) Boullu,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30936,Rosa × dumetorum f. hemitricha (Ripart ex Déségl.) Borbás,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30968,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
30969,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
31030,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus inserta (A.Kern.) Fritsch
31110,Rosa communis var. hemitricha (Ripart ex Déségl.) Rouy & E.G.Camus,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
31118,Pinalia stellata (Lindl.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
31168,Rosa × nitidula f. ovifera (Borbás) Heinr.Braun,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.
31556,Dactylorhiza majalis var. pulchella (Druce) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó
31557,Orchis purpurella var. pulchella (Druce) Pugsley,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó
31558,Dactylorhiza purpurella var. pulchella (Druce) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó
31756,Goswamia indica (B.L.Yadav & H.K.Goswami) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum oleosum Khand.,Ophioglossum oleosum Khand.
31823,Goswamia malviae (M.Patel & M.N.Reddy) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum oleosum Khand.,Ophioglossum oleosum Khand.
32030,Ornithogalum umbellatum var. nanum Nyman,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum subsp. umbellatum,Ornithogalum umbellatum L.
32851,Pinguicula vulgaris f. albida (Behm) Neuman,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Pinguicula vulgaris subsp. vulgaris,Pinguicula vulgaris L.
32904,Minuartia tenuifolia var. arvatica (C.Presl) Maire,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea (Ledeb. ex Link) Rchb.
32917,Alsine tenuifolia proles arvatica (C.Presl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea (Ledeb. ex Link) Rchb.
35079,Rubus genevieri subsp. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus radula Weihe,Rubus radula Weihe
35080,Rubus genevieri var. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus radula Weihe,Rubus radula Weihe
35218,Pilosella schultesii subsp. pseudohandelii (Lengyel & Zahn) Soják,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii subsp. schultesii,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs
35289,Calendula suffruticosa var. tunetana (Cuénod) Ohle,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa Vahl,Calendula suffruticosa subsp. tunetana (Cuénod) A.C.Gonç. & P.Silveira,Calendula suffruticosa Vahl
