,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
733679,Panicum lancearium Trin.,Dichanthelium portoricense (Desv.) B.F.Hansen & Wunderlin,Dichanthelium portoricense (Desv.) B.F.Hansen & Wunderlin,Dichanthelium portoricense (Desv.) B.F.Hansen & Wunderlin,Dichanthelium lancearium (Trin.) Greuter & R.Rankin
734307,Hieracium racemosum subsp. restonicanum Zahn,Hieracium racemosum subsp. virgaurea (Coss.) Zahn,Hieracium racemosum subsp. virgaurea (Coss.) Zahn,Hieracium racemosum subsp. virgaurea (Coss.) Zahn,Hieracium restonicanum (Zahn) J.-M.Tison
735535,Polygala stipulata Chodat,Polygala membranacea (Miq.) Görts,Polygala membranacea (Miq.) Görts,,
735552,Rhodocalyx Müll.Arg.,Prestonia R.Br.,Prestonia R.Br.,Prestonia R.Br.,Rhodocalyx Müll.Arg.
735730,Cestrum terminale Francey,Cestrum thyrsoideum Kunth,Cestrum thyrsoideum Kunth,Cestrum thyrsoideum Kunth,Cestrum commune C.V.Morton ex Mont.-Castro
736769,Oxytropis sheldonensis A.E.Porsild,Oxytropis borealis var. sulphurea (A.E.Porsild) S.L.Welsh,Oxytropis borealis var. sulphurea (A.E.Porsild) S.L.Welsh,Oxytropis borealis var. sulphurea (A.E.Porsild) S.L.Welsh,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh
737440,Cerastium vidalii Phil.,Cerastium arvense subsp. arvense,Cerastium arvense subsp. arvense,Cerastium arvense subsp. arvense,Cerastium elongatum Pursh
737538,Arenaria multicaulis L.,Arenaria moehringioides Murr,Arenaria moehringioides Murr,Arenaria multicaulis subsp. moehringioides (Murr) J.-M.Tison,Arenaria multicaulis L.
740222,Iocaulon pilosa Raf.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis var. sagittalis
740273,Ficus obovata Pittier,Ficus schippii Standl.,Ficus schippii Standl.,Ficus schippii Standl.,Ficus mathewsii (Miq.) Miq.
740812,Marattia calliodous de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana salicina (Sm.) Murdock
740813,Marattia cuneiformis de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana sorbifolia (Bory) ined.
741265,Gnaphalium subfalcatum Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta subfalcata (Cabrera) Cabrera
741711,Crotalaria pringlei A.Gray,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis var. sagittalis
741712,Crotalaria platycarpa Link,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis var. sagittalis
741713,Crotalaria pilosa Raf.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis L.,Crotalaria sagittalis var. sagittalis
741855,Quercus × pacensis F.M.Vázquez,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × hispanica Lam.
741856,Quercus × pseudosuber var. tlemcenensis A.DC.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × tlemcenensis Trab.
741857,Quercus × pseudosuber var. castaneifolia Wenz.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × hispanica Lam.
741858,Quercus × pseudosuber var. gibraltarica A.DC.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × hispanica Lam.
741860,Quercus × aegilopifolia Boiss. ex Endl.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × hispanica Lam.
743086,Conocarpus myrtifolius Buch.-Ham. ex Wall.,Terminalia pendula (Edgew.) Gere & Boatwr.,Terminalia pendula (Edgew.) Gere & Boatwr.,Terminalia pendula (Edgew.) Gere & Boatwr.,Terminalia pendula var. pendula
743746,Lithospermum rochelii Friv.,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,Buglossoides arvensis subsp. arvensis,"Buglossoides rochelii (Friv.) Stoyanov, Mátis & Sennikov"
743758,Libanotis Haller ex Zinn,Seseli L.,Seseli L.,Seseli L.,Libanotis Haller ex Zinn
744125,Pittosporum acuminatissimum Merr.,Pittosporum resiniferum Hemsl.,Pittosporum resiniferum Hemsl.,Pittosporum resiniferum Hemsl.,Pittosporum acuminatissimum Merr.
744126,Pittosporum epiphyticum Merr.,Pittosporum resiniferum Hemsl.,Pittosporum resiniferum Hemsl.,Pittosporum resiniferum Hemsl.,Pittosporum epiphyticum Merr.
744878,Pinus edulis var. fallax Little,Pinus edulis Engelm.,Pinus edulis Engelm.,Pinus edulis Engelm.,
746255,Salicornia cruciata Forssk.,Halocnemum strobilaceum (Pall.) M.Bieb.,Halocnemum strobilaceum (Pall.) M.Bieb.,Halocnemum strobilaceum (Pall.) M.Bieb.,Halocnemum cruciatum (Forssk.) Tod.
746320,Calea hispida f. subintegerrima Malme,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea subintegerrima (Malme) V.R.Bueno & G.Heiden
747399,Aconitum anthora var. hians W.D.J.Koch,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747400,Aconitum anthora f. collinum Schur,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747401,Aconitum anthora var. atrovirens DC.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747402,Aconitum anthora var. confertiflorum DC.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747403,Aconitum anthora var. jacquinianum Ser.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747404,Aconitum anthora var. velutinum Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747405,Aconitum anthora var. grandiflorum Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747406,Aconitum anthora var. versicolor Steven ex Ser.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747407,Aconitum anthora var. patulum Rouy & Foucaud,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747408,Aconitum anthoroideum DC.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747409,Aconitum anthora var. inclinatum Ser.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747410,Aconitum anthorum St.-Lag.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747411,Aconitum candollei Rchb. ex Steud.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747412,Aconitum anthora var. eulophum Ser.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747413,Aconitum confertiflorum var. armenum Vorosch.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747414,Aconitum confertiflorum var. armenum Vorosch. ex Luferov,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747415,Aconitum confertiflorum var. pumilum Kem.-Nath.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747416,Aconitum decandollei Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747417,Aconitum eulophum Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747418,Aconitum inclinatum Sweet,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747419,Aconitum jacquinii Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747420,Aconitum pyrenaicum Pall.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747421,Aconitum pallasii Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747422,Aconitum ochroleucum Salisb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747423,Aconitum nemorosum M.Bieb. ex Rchb.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
747647,Alnus cordata f. parvifolia Callier,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. neapolitana (Savi) J.-M.Tison
747648,Alnus cordata Desf.,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. cordata
747650,Alnus cordifolia Ten.,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. neapolitana (Savi) J.-M.Tison
747652,Alnus macrocarpa Req. ex Nyman,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. neapolitana (Savi) J.-M.Tison
747653,Alnus neapolitana Savi,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. neapolitana (Savi) J.-M.Tison
747654,Alnus nervosus Dippel,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. cordata
747655,Alnus obcordata C.A.Mey. ex Steud.,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata (Loisel.) Duby,Alnus cordata subsp. cordata
747795,Cymbidium evrardii Guillaumin,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
747796,Coelogyne picta Schltr.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.
747797,Coelogyne siamensis Rolfe,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
747798,Coelogyne annamensis Rolfe,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
747799,Coelogyne dalatensis Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
747800,Coelogyne dichroantha Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
747966,Zornia Moench,Lallemantia Fisch. & C.A.Mey.,Lallemantia Fisch. & C.A.Mey.,Dracocephalum L.,Dracocephalum canescens L.
748066,Phragmipedium besseae var. flavum Braem,Phragmipedium besseae Dodson & J.Kuhn,Phragmipedium besseae Dodson & J.Kuhn,Phragmipedium besseae Dodson & J.Kuhn,Phragmipedium besseae var. besseae
749561,Aconitum anthora var. vulgare Ser.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
749718,Euonymus chibae Makino,Euonymus nitidus Benth.,Euonymus nitidus Benth.,Euonymus nitidus Benth.,Euonymus chibae Makino
749804,Aconitum pseudanthora Wender.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora L.,Aconitum anthora subsp. anthora
751224,Coelogyne saigonensis Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe
751804,Crocus tomoricus Markgr.,Crocus veluchensis Herb.,Crocus veluchensis Herb.,Crocus veluchensis Herb.,Crocus tomoricus Markgr.
751948,Panicum helleri Nash,Dichanthelium oligosanthes (Schult.) Gould,Dichanthelium oligosanthes (Schult.) Gould,Dichanthelium oligosanthes (Schult.) Gould,Dichanthelium helleri (Nash) Mohlenbr.
752527,Ayparia crenata Raf.,Elaeocarpus angustifolius Blume,Elaeocarpus angustifolius Blume,Elaeocarpus angustifolius Blume,Elaeocarpus angustifolius var. angustifolius
753059,Artemisia mutabilis Salisb.,Artemisia santonicum subsp. santonicum,Artemisia santonicum subsp. santonicum,Artemisia santonicum subsp. santonicum,Artemisia santonicum L.
753312,Mikania odorata Lehm.,Mikania eucosma B.L.Rob.,Mikania eucosma B.L.Rob.,Mikania eucosma B.L.Rob.,Mikania scandens (L.) Willd.
753545,Neisandra indica Raf.,Hopea odorata Roxb.,Hopea odorata Roxb.,Hopea odorata Roxb.,Hopea indica (Raf.) R.Kr.Singh
753861,Enodium caeruleum var. pallescens Lange,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
753876,Enodium caeruleum var. angustifolium Tinant,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
753877,Enodium caeruleum var. brevifolium Tinant,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
754041,Molinia caerulea var. foliosa Gaudin,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
754046,Molinia caerulea var. flavescens Boenn.,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
754152,Arundo agrostis Lapeyr. ex Willk. & Lange,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea (L.) Moench,Molinia caerulea subsp. caerulea
754278,Asperula cynanchica var. densiflora Gren.,Cynanchica pyrenaica subsp. cynanchica (L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica subsp. cynanchica (L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica subsp. cynanchica (L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica subsp. occidentalis (Rouy) P.Caputo & Del Guacchio
756688,Eryngium floribundum var. serroides Urb.,Eryngium floribundum Cham. & Schltdl.,Eryngium floribundum Cham. & Schltdl.,Eryngium floribundum Cham. & Schltdl.,Eryngium serra Cham. & Schltdl.
756690,Eryngium floribundum var. pycnocephalum Urb.,Eryngium floribundum Cham. & Schltdl.,Eryngium floribundum Cham. & Schltdl.,Eryngium floribundum Cham. & Schltdl.,Eryngium serra Cham. & Schltdl.
756721,Geranium elongatum Salisb.,Geranium incanum Burm.f.,Geranium incanum Burm.f.,Geranium incanum Burm.f.,Geranium incanum subsp. incanum
758152,Populus viminea Dum.Cours.,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus nigra subsp. nigra,Populus balsamifera L.
758162,Pylostachya Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
758288,Galypola Nieuwl.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
758301,Ficus conglomerata Roxb.,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. conglomerata (Roxb.) Corner
758928,Succisa lancifolia Moench,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
758932,Scabiosa sibirica Lam.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
758933,Scabiosa vaillantii M.Bieb.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
759498,Perityle staurophylla var. homoflora Todsen,Laphamia staurophylla Barneby,Laphamia staurophylla Barneby,Laphamia staurophylla Barneby,Laphamia staurophylla var. homoflora (Todsen) Z.S.Rogers & Spellenb.
759643,Salix × fragilis var. furcata Ser. ex Gaudin,Salix × fragilis f. fragilis,Salix × fragilis f. fragilis,Salix × fragilis f. fragilis,
760680,Corymbula Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
761254,Angelica lineariloba var. culbertsonii Jeps.,Angelica lineariloba A.Gray,Angelica lineariloba A.Gray,Angelica lineariloba A.Gray,Angelica lineariloba subsp. lineariloba
761702,Acalypha integrifolia var. crateriana Coode,Acalypha marginata (Poir.) Spreng.,Acalypha marginata (Poir.) Spreng.,Acalypha marginata (Poir.) Spreng.,Acalypha crateriana (Coode) I.Montero & Cardiel
763206,Iris thoroldii Baker ex Hemsl.,Iris potaninii Maxim.,Iris potaninii Maxim.,Iris potaninii Maxim.,Iris thoroldii Baker ex Hemsl.
765374,Cirsium × jaegeri F.Schultz,"× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo",,
765506,Carduus eriophorus var. spurius L.,"× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo",,
765572,Senegaria Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
765621,Potentilla alchemilloides Willd. ex D.F.K.Schltdl.,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla geranioides var. geranioides
766260,Anthalogea Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
766539,Gnaphalium simplex A.Rich.,Euchiton collinus Cass.,Euchiton collinus Cass.,Euchiton collinus Cass.,"Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange"
767041,Lepidamphora Zoll. ex Miq.,Dioclea Kunth,Dioclea Kunth,Dioclea Kunth,Macropsychanthus Harms
767157,Teclea hanangensis var. unifoliolata Kokwaro,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis var. unifoliolata (Kokwaro) Cheek
768008,Polygala neaei var. pearcei A.W.Benn.,Polygala aspalatha L.,Polygala aspalatha L.,Senega aspalatha (L.) J.F.B.Pastore & Agust.Martinez,Senega jujuyensis (Grondona) J.F.B.Pastore & Agust.Martinez
768211,× Orchicoeloglossum turcestanicum G.Keller & Soó,Dactylorhiza × turcestanica (G.Keller & Soó) Oddone,Dactylorhiza × turcestanica (G.Keller & Soó) Oddone,,
768845,Cephalaria syriaca var. sessilis Boiss. ex Post,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. sessilis Boiss. ex Post
768846,Cephalaria papposa Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768847,Cephalaria vaillantii Schott ex Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768848,Cephalaria syriaca subsp. emigrans Szabó,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768849,Cephalaria syriaca var. pedunculata DC.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768850,Cephalaria syriaca subsp. phoeniciaca Bobrov,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768851,Cephalaria boissieri Reut.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768852,Cerionanthus syriacus Schott ex Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
768853,Cerionanthus vaillantii Schott ex Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
770770,Myosotis palustris var. glabrescens Rouy,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa subsp. nemorosa
770771,Myosotis nemorosa subsp. brevisetacea R.Schust.,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa subsp. nemorosa
770772,Myosotis palustris var. orbelica Velen.,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa Besser,Myosotis nemorosa subsp. nemorosa
770916,Ilex caliana Cuatrec.,Ilex laurina Kunth,Ilex laurina Kunth,Ilex laurina Kunth,Ilex laurina var. laurina
771483,Cephalaria ambrosioides var. angustifolia Post,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
771484,Salix × bullata Späth,Salix × fragilis f. fragilis,Salix × fragilis f. fragilis,Salix × fragilis f. fragilis,
771669,Cirsium × gerhardtii Sch.Bip.,"× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo","× Lophiocirsium gerhardtii (Sch.Bip.) Del Guacchio, Bureš, Iamonico & P.Caputo",,
771882,Geranium multifidum Sweet,Geranium incanum Burm.f.,Geranium incanum Burm.f.,Geranium incanum Burm.f.,Geranium incanum subsp. incanum
772157,Badiera Hassk.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Securidaca L.
772304,Sexilia Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Senega (DC.) Spach
772330,Scabiosa dichotoma Lam.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca (L.) Roem. & Schult.,Cephalaria syriaca var. syriaca
772721,Zoroxus Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygaloides Haller
773859,Stipa tibetica Mez,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis tibetica (Mez) Tzvelev
774312,Polygala oxysepala S.F.Blake,Polygala salviniana A.W.Benn.,Polygala salviniana A.W.Benn.,Senega salviniana (A.W.Benn.) J.F.B.Pastore & J.R.Abbott,Senega mexicana (Moc. ex Cav.) J.F.B.Pastore & J.R.Abbott
776327,Kalanchoe stearnii Raym.-Hamet,Kalanchoe rotundifolia (Haw.) Haw.,Kalanchoe rotundifolia (Haw.) Haw.,Kalanchoe rotundifolia (Haw.) Haw.,Kalanchoe stearnii Raym.-Hamet
777731,Hieracium lividoides Arv.-Touv. & Gaut.,Hieracium lividum Arv.-Touv.,Hieracium lividum Arv.-Touv.,Hieracium lividum Arv.-Touv.,Hieracium lividoides Arv.-Touv. & Gaut.
777861,Chrysanthemum tanacetum Vis.,Tanacetum vulgare subsp. vulgare,Tanacetum vulgare subsp. vulgare,Tanacetum vulgare subsp. vulgare,Tanacetum balsamita var. balsamitoides (Sch.Bip.) P.D.Sell
778177,Dianthus saxifragus L.,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga subsp. saxifraga,Petrorhagia saxifraga (L.) Link
778343,Calandrinia cylindrica Poelln.,Rumicastrum cylindricum (Poelln.) Carolin,Rumicastrum cylindricum (Poelln.) Carolin,,
778475,Arabis tenella Host,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. ovirensis (Wulfen) O'Kane & Al-Shehbaz
778479,Arabis docica Fuss,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. dacica (Heuff. ex Fronius) Kolník
778502,Anemone dacica Freyn ex Borbás,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. halleri,Arabidopsis halleri subsp. dacica (Heuff. ex Fronius) Kolník
778591,Cinnamomum purpureum H.G.Ye & F.G.Wang,Cinnamomum parthenoxylon (Jack) Meisn.,Cinnamomum parthenoxylon (Jack) Meisn.,Camphora parthenoxylon (Jack) Nees,"Camphora purpurea (H.G.Ye & F.G.Wang) Y.Yang, Bing Liu & Zhi Yang"
778729,Pittosporum nativitatis Baker f.,Pittosporum ferrugineum subsp. ferrugineum,Pittosporum ferrugineum subsp. ferrugineum,Pittosporum ferrugineum subsp. ferrugineum,Pittosporum nativitatis Baker f.
779270,Kuhnia eupatorioides var. gracilis Torr. & A.Gray,Brickellia eupatorioides var. floridana (R.W.Long) B.L.Turner,Brickellia eupatorioides var. floridana (R.W.Long) B.L.Turner,Brickellia mosieri (Small) Shinners,Brickellia eupatorioides (L.) Shinners
779600,Varronia martinicensis Aubl.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi
782445,Salvia menthifolia Ten.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia microphylla Kunth
784646,Kentrophyta wolfii (Rydb.) Rydb.,Astragalus wingatanus S.Watson,Astragalus wingatanus S.Watson,Astragalus wingatanus S.Watson,Astragalus kentrophyta var. tegetarius (S.Watson) Dorn
784955,Tryphane verna var. leptophylla Rchb.,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,"Sabulina glaucina subsp. leptophylla (Rchb.) Nunvářová Kabátová, Chrtek f., Kolář & Lipánová"
