,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
1855,Ragala,1,5,20.0
1856,Martiusella,1,4,25.0
1857,Phyllotaenium,1,4,25.0
1858,Trias,1,35,2.857142857142857
1880,Walsura,1,58,1.7241379310344827
1807,Glycosmis,1,179,0.5586592178770949
1808,Bonarota,1,3,33.333333333333336
1809,Pentaphragma,1,48,2.0833333333333335
1810,Francfleurya,1,4,25.0
1811,Steffensia,1,64,1.5625
1812,Artanthe,1,318,0.31446540880503143
1813,Acrocarpidium,1,25,4.0
1814,Pyrenaria,1,71,1.408450704225352
1815,Tutcheria,1,36,2.7777777777777777
1848,Anthoshorea,1,2,50.0
1817,Vitis,1,1178,0.08488964346349745
1818,Afrohybanthus,1,21,4.761904761904762
1787,Ixia,1,477,0.20964360587002095
1788,Syrianthus,1,6,16.666666666666668
1789,Tricyrtis,1,87,1.1494252873563218
1790,Ludovia,1,13,7.6923076923076925
1791,Thysanotus,1,92,1.0869565217391304
1792,Suaeda,1,282,0.3546099290780142
1793,Russelia,1,91,1.098901098901099
1794,Vandellia,1,153,0.6535947712418301
1816,Grajalesia,1,3,33.333333333333336
1849,Richetia,1,6,16.666666666666668
1850,Doona,1,18,5.555555555555555
1819,Gordonia,1,126,0.7936507936507936
1820,Polyspora,1,60,1.6666666666666667
1821,Strombocarpa,1,9,11.11111111111111
1822,Bembicidium,1,2,50.0
1823,Pterocarpus,1,252,0.3968253968253968
1824,Reevesia,1,38,2.6315789473684212
1825,Dircaea,1,20,5.0
1826,Gesneria,1,383,0.26109660574412535
1806,Altamiranoa,1,44,2.272727272727273
1828,Hieronymusia,1,2,50.0
1829,Sarracenia,1,194,0.5154639175257731
1830,Clompanus,1,100,1.0
1831,Schizanthus,1,65,1.5384615384615385
1832,Ligustrina,1,13,7.6923076923076925
1833,Syringa,1,305,0.32786885245901637
1834,Jasminum,1,800,0.125
1803,Arthrocnemum,1,56,1.7857142857142858
1804,Condaliopsis,1,9,11.11111111111111
1805,Zaleya,1,13,7.6923076923076925
1827,Chodaphyton,1,2,50.0
2295,Icicopsis,1,10,10.0
2296,Protium,1,284,0.352112676056338
2297,Tingulonga,1,49,2.0408163265306123
2298,Bargemontia,1,29,3.4482758620689653
2267,Typhoides,1,7,14.285714285714286
2268,Nicoteba,1,8,12.5
2269,Cogswellia,1,106,0.9433962264150944
2270,Limnosciadium,1,3,33.333333333333336
2271,Oenanthe,1,253,0.3952569169960474
2219,Astrocarpa,1,36,2.7777777777777777
2273,Fusifilum,1,21,4.761904761904762
2274,Calpidisca,1,12,8.333333333333334
2275,Argyreia,1,244,0.4098360655737705
2276,Nipponocalamus,1,96,1.0416666666666667
2277,Oplismenus,1,195,0.5128205128205128
2278,Brizopyrum,1,34,2.9411764705882355
2279,Carludovica,1,107,0.9345794392523364
2280,Salmia,1,23,4.3478260869565215
2281,Draco,1,49,2.0408163265306123
2282,Eliokarmos,1,42,2.380952380952381
2272,Physodia,1,5,20.0
2306,Drepanostachyum,1,41,2.4390243902439024
2307,Dinochloa,1,65,1.5384615384615385
2308,Chrysurus,1,11,9.090909090909092
2309,Cynodon,1,140,0.7142857142857143
2310,Schizostachyum,1,136,0.7352941176470589
2311,Critesion,1,52,1.9230769230769231
2312,Panicularia,1,68,1.4705882352941178
2313,Aeginetia,1,36,2.7777777777777777
2314,Phragmanthera,1,51,1.9607843137254901
2294,Neogymnantha,1,3,33.333333333333336
2284,Acosmium,1,23,4.3478260869565215
2285,Pterodon,1,6,16.666666666666668
2286,Pennantia,1,7,14.285714285714286
2287,Visenia,1,32,3.125
2288,Melochia,1,259,0.3861003861003861
2289,Craspedostoma,1,6,16.666666666666668
2290,Sclerocactus,1,75,1.3333333333333333
2291,Uvariopsis,1,23,4.3478260869565215
2292,Thermopsis,1,108,0.9259259259259259
2293,Thermia,1,6,16.666666666666668
2283,Tapinanthus,1,290,0.3448275862068966
2242,Orthandra,1,12,8.333333333333334
2243,Orthopichonia,1,12,8.333333333333334
2244,Listrostachys,1,104,0.9615384615384616
2245,Landolphia,1,196,0.5102040816326531
2246,Pleione,1,165,0.6060606060606061
2247,Jejosephia,1,2,50.0
2248,Lesliegraecum,1,22,4.545454545454546
2249,Lemurangis,1,10,10.0
2250,Herorchis,1,35,2.857142857142857
2251,Rhaponticum,1,76,1.3157894736842106
2220,Olmedia,1,31,3.225806451612903
2221,Pityrogramma,1,122,0.819672131147541
2222,Urostachys,1,409,0.24449877750611246
2223,Tutuca,1,3,33.333333333333336
2224,Astilbe,1,139,0.7194244604316546
2225,Stenactis,1,26,3.8461538461538463
2226,Chamaepeuce,1,33,3.0303030303030303
2227,Ptarmica,1,92,1.0869565217391304
2228,Hierophyllus,1,2,50.0
2229,Sieglingia,1,57,1.7543859649122806
1720,Odontarrhena,1,131,0.7633587786259542
2252,Allantodia,1,142,0.704225352112676
2253,Nemochloa,1,16,6.25
2254,Prosthechea,1,159,0.6289308176100629
2255,Restrepiopsis,1,22,4.545454545454546
2256,Canistrum,1,45,2.2222222222222223
2257,Chamaedrys,1,23,4.3478260869565215
2258,Sertifera,1,12,8.333333333333334
2259,Scholtzia,1,51,1.9607843137254901
2260,Boriskellera,1,2,50.0
2261,Falona,1,6,16.666666666666668
2241,Maxillaria,1,1113,0.08984725965858041
2263,Lasiagrostis,1,26,3.8461538461538463
2264,Sasa,1,695,0.14388489208633093
2265,Trisetum,1,614,0.16286644951140064
2266,Baldingera,1,10,10.0
2235,Pharbitis,1,86,1.1627906976744187
2236,Burmannia,1,138,0.7246376811594203
2237,Ptychosperma,1,126,0.7936507936507936
2238,Diplodium,1,70,1.4285714285714286
2239,Cephaelis,1,292,0.3424657534246575
2240,Pygmaeopremna,1,8,12.5
2262,Trisetaria,1,78,1.2820512820512822
2370,Epithymum,1,8,12.5
2371,Quamoclit,1,67,1.492537313432836
2372,Breweria,1,88,1.1363636363636365
2373,Palicourea,1,964,0.1037344398340249
2374,Oribasia,1,7,14.285714285714286
2375,Hydrochloa,1,13,7.6923076923076925
2376,Trachypogon,1,82,1.2195121951219512
2377,Heteropogon,1,70,1.4285714285714286
2385,Pectocarya,1,34,2.9411764705882355
2305,Sinarundinaria,1,83,1.2048192771084338
2348,Callitropsis,1,23,4.3478260869565215
2349,Najas,1,212,0.4716981132075472
2350,Sarcosiphon,1,9,11.11111111111111
2351,Ovidia,1,10,10.0
2352,Trithyrocarpus,1,5,20.0
2353,Bulbostylis,1,457,0.2188183807439825
2354,Abildgaardia,1,145,0.6896551724137931
2355,Clerodendrum,1,979,0.10214504596527069
2356,Volkameria,1,66,1.5151515151515151
2357,Isanthus,1,7,14.285714285714286
2347,Platycyparis,1,2,50.0
2380,Dasiphora,1,48,2.0833333333333335
2381,Armeniaca,1,102,0.9803921568627451
2382,Turrita,1,15,6.666666666666667
2383,Maquira,1,11,9.090909090909092
2400,Cephalosphaera,1,2,50.0
2401,Hydrostemma,1,4,25.0
2402,Tinus,1,213,0.4694835680751174
2403,Amoora,1,81,1.2345679012345678
2404,Sticherus,1,164,0.6097560975609756
2405,Hirculus,1,78,1.2820512820512822
2369,Goeppertia,1,294,0.3401360544217687
2407,Psammogonum,1,3,33.333333333333336
2408,Chavica,1,81,1.2345679012345678
2409,Exochaenium,1,35,2.857142857142857
2387,Staphidium,1,58,1.7241379310344827
2388,Parthenocissus,1,79,1.2658227848101267
2364,Clitoria,1,239,0.41841004184100417
2365,Sebaea,1,184,0.5434782608695652
2366,Campylandra,1,28,3.5714285714285716
2367,Rohdea,1,47,2.127659574468085
2368,Antitoxicum,1,35,2.857142857142857
2406,Sedopsis,1,7,14.285714285714286
2317,Trimorpha,1,51,1.9607843137254901
2318,Iranecio,1,24,4.166666666666667
2319,Kalbfussia,1,14,7.142857142857143
2320,Cichorium,1,86,1.1627906976744187
2321,Lappa,1,59,1.694915254237288
2322,Macledium,1,30,3.3333333333333335
2323,Sonerila,1,315,0.31746031746031744
2324,Phanera,1,286,0.34965034965034963
2325,Caesalpinia,1,433,0.23094688221709006
2358,Thrixspermum,1,295,0.3389830508474576
2327,Hippochaete,1,48,2.0833333333333335
2328,Iozoste,1,56,1.7857142857142858
2329,Actinodaphne,1,204,0.49019607843137253
2330,Sapranthus,1,18,5.555555555555555
2299,Freziera,1,116,0.8620689655172413
2300,Cumulopuntia,1,47,2.127659574468085
2301,Burdachia,1,18,5.555555555555555
2302,Carum,1,287,0.34843205574912894
2303,Boechera,1,161,0.6211180124223602
2304,Oryza,1,434,0.2304147465437788
2326,Dynamidium,1,20,5.0
2359,Stereochilus,1,12,8.333333333333334
2360,Gyrostachys,1,122,0.819672131147541
2361,Tainia,1,110,0.9090909090909091
2362,Acanthopanax,1,130,0.7692307692307693
2331,Eleutherococcus,1,114,0.8771929824561403
2332,Corybas,1,176,0.5681818181818182
2333,Chloraea,1,171,0.5847953216374269
2334,Stegostyla,1,20,5.0
2335,Rhytionanthos,1,16,6.25
2336,Aalius,1,21,4.761904761904762
2316,Ageratum,1,181,0.5524861878453039
2338,Rhodax,1,52,1.9230769230769231
2339,Clarkia,1,118,0.847457627118644
2340,Telanthera,1,140,0.7142857142857143
2341,Oreocharis,1,189,0.5291005291005291
2342,Dalea,1,621,0.1610305958132045
2343,Lytoneuron,1,19,5.2631578947368425
2344,Leptorumohra,1,13,7.6923076923076925
2345,Metaxya,1,7,14.285714285714286
2346,Haplopteris,1,46,2.1739130434782608
2315,Lavenia,1,22,4.545454545454546
2337,Hemianemia,1,46,2.1739130434782608
2115,Pulicaria,1,218,0.45871559633027525
2116,Triathera,1,7,14.285714285714286
2117,Bouteloua,1,163,0.6134969325153374
2118,Oxytenanthera,1,34,2.9411764705882355
2119,Acratherum,1,4,25.0
2120,Salmasia,1,14,7.142857142857143
2121,Marginatocereus,1,3,33.333333333333336
2122,Eucarpha,1,1,100.0
2091,Phellosperma,1,6,16.666666666666668
2230,Tricuspis,1,30,3.3333333333333335
2093,Munychia,1,5,20.0
2094,Trichogyne,1,17,5.882352941176471
2095,Ifloga,1,36,2.7777777777777777
2096,Leontonyx,1,17,5.882352941176471
2097,Waitzia,1,52,1.9230769230769231
2098,Cyathopappus,1,4,25.0
2099,Bartschella,1,26,3.8461538461538463
2100,Laurus,1,457,0.2188183807439825
2101,Ledothamnus,1,18,5.555555555555555
2102,Echinospermum,1,160,0.625
2092,Mammilloydia,1,6,16.666666666666668
2125,Polychrysum,1,2,50.0
2126,Vogtia,1,3,33.333333333333336
2127,Frappieria,1,4,25.0
2128,Chlamydites,1,2,50.0
2129,Wardaster,1,2,50.0
2130,Homostylium,1,2,50.0
2131,Sinosidus,1,18,5.555555555555555
2132,Metamyriactis,1,7,14.285714285714286
2133,Tibetiodes,1,28,3.5714285714285716
2134,Griersonia,1,4,25.0
2114,Gaillardia,1,106,0.9433962264150944
2136,Geothamnus,1,2,50.0
2137,Iocenes,1,3,33.333333333333336
2138,Haplosticha,1,2,50.0
2107,Xeranthemum,1,92,1.0869565217391304
2108,Gorteria,1,59,1.694915254237288
2109,Arctanthemum,1,7,14.285714285714286
2110,Barroetea,1,10,10.0
2111,Viguiera,1,363,0.27548209366391185
2112,Aspilia,1,264,0.3787878787878788
2113,Helianthus,1,514,0.19455252918287938
2135,Iteroloba,1,2,50.0
2062,Cousinia,1,961,0.1040582726326743
2063,Lophiolepis,1,5,20.0
2064,Aldunatea,1,4,25.0
2065,Lycopersicon,1,109,0.9174311926605505
2066,Bourdaria,1,2,50.0
2067,Perilimnastes,1,3,33.333333333333336
2068,Osbeckia,1,266,0.37593984962406013
2069,Chaetostoma,1,45,2.2222222222222223
2070,Bredia,1,62,1.6129032258064515
2103,Lappula,1,291,0.3436426116838488
2072,Cremanium,1,64,1.5625
2073,Acinodendron,1,534,0.18726591760299627
2074,Astronidium,1,77,1.2987012987012987
2043,Argyrodendron,1,15,6.666666666666667
2044,Pygmaeocereus,1,8,12.5
2045,Odontostigma,1,4,25.0
2046,Gratiola,1,179,0.5586592178770949
2047,Cleistopholis,1,18,5.555555555555555
2048,Friesodielsia,1,65,1.5384615384615385
2049,Oxymitra,1,80,1.25
2071,Charianthus,1,31,3.225806451612903
2104,Calendula,1,180,0.5555555555555556
2105,Pentacalia,1,307,0.3257328990228013
2106,Ligularia,1,322,0.3105590062111801
2075,Astronia,1,144,0.6944444444444444
2076,Afroguatteria,1,4,25.0
2077,Colobium,1,8,12.5
2078,Stephanomeria,1,64,1.5625
2079,Launaea,1,137,0.7299270072992701
2080,Webbia,1,19,5.2631578947368425
2081,Grosvenoria,1,8,12.5
2061,Oehmea,1,3,33.333333333333336
2083,Ainsliaea,1,131,0.7633587786259542
2084,Microlonchus,1,28,3.5714285714285716
2085,Siccobaccatus,1,6,16.666666666666668
2086,Geocarpon,1,2,50.0
2087,Otosema,1,5,20.0
2088,Meiogyne,1,49,2.0408163265306123
2089,Cyathocalyx,1,54,1.8518518518518519
2090,Pogonospermum,1,3,33.333333333333336
2059,Taihangia,1,3,33.333333333333336
2060,Lindackeria,1,27,3.7037037037037037
2082,Acosta,1,160,0.625
2189,Lychnis,1,330,0.30303030303030304
2190,Seseli,1,463,0.2159827213822894
2191,Mnemion,1,24,4.166666666666667
2192,Nanophyton,1,16,6.25
2193,Aydendron,1,48,2.0833333333333335
2194,Misanteca,1,77,1.2987012987012987
2195,Licaria,1,119,0.8403361344537815
2196,Xamacrista,1,2,50.0
2197,Rhynchosia,1,675,0.14814814814814814
2124,Podocoma,1,21,4.761904761904762
2199,Valerianella,1,263,0.38022813688212925
2200,Masema,1,5,20.0
2201,Gynandropsis,1,47,2.127659574468085
2202,Thysanosoria,1,3,33.333333333333336
2171,Nomocharis,1,34,2.9411764705882355
2172,Paeonia,1,479,0.20876826722338204
2173,Renistipula,1,4,25.0
2174,Amsonia,1,59,1.694915254237288
2175,Ajuga,1,356,0.2808988764044944
2176,Usteria,1,14,7.142857142857143
2198,Fedia,1,153,0.6535947712418301
2231,Triodia,1,188,0.5319148936170213
2232,Uralepis,1,34,2.9411764705882355
2233,Tridentopsis,1,5,20.0
2234,Vandopsis,1,30,3.3333333333333335
2203,Conoria,1,2,50.0
2204,Asperula,1,730,0.136986301369863
2205,Thecophyllum,1,54,1.8518518518518519
2206,Hovenia,1,25,4.0
2207,Helleborus,1,233,0.4291845493562232
2208,Guarea,1,346,0.28901734104046245
2188,Adenoderris,1,4,25.0
2210,Eremophila,1,407,0.2457002457002457
2211,Bondtia,1,62,1.6129032258064515
2212,Epimedium,1,189,0.5291005291005291
2213,Bulliarda,1,25,4.0
2214,Alepidea,1,83,1.2048192771084338
2215,Diosma,1,270,0.37037037037037035
2216,Abelmoschus,1,117,0.8547008547008547
2217,Logania,1,72,1.3888888888888888
2218,Leonohebe,1,40,2.5
2187,Hiya,1,5,20.0
2209,Leptosiphon,1,62,1.6129032258064515
2168,Cottsia,1,5,20.0
2169,Fimbriaria,1,5,20.0
2170,Thylacanthus,1,3,33.333333333333336
2139,Trilisa,1,6,16.666666666666668
2140,Hulteniella,1,2,50.0
2141,Mecosorus,1,9,11.11111111111111
2142,Pachypleuria,1,27,3.7037037037037037
2143,Humata,1,121,0.8264462809917356
2144,Elaphoglossum,1,1161,0.08613264427217916
2177,Alsinastrum,1,10,10.0
2146,Phyllitis,1,41,2.4390243902439024
2147,Coryphopteris,1,82,1.2195121951219512
2148,Litobrochia,1,118,0.847457627118644
2149,Patania,1,11,9.090909090909092
2150,Myriotheca,1,7,14.285714285714286
2151,Aragallus,1,83,1.2048192771084338
2152,Avellara,1,2,50.0
2153,Berkheyopsis,1,15,6.666666666666667
2154,Laphangium,1,4,25.0
2123,Leysera,1,25,4.0
2145,Monochlaena,1,4,25.0
2178,Rhodostegiella,1,3,33.333333333333336
2179,Amblystigma,1,9,11.11111111111111
2180,Amphistelma,1,23,4.3478260869565215
2181,Tassadia,1,55,1.8181818181818181
2182,Pseudosarcolobus,1,2,50.0
2183,Sarcostemma,1,120,0.8333333333333334
2184,Miscanthus,1,131,0.7633587786259542
2185,Beauverdia,1,17,5.882352941176471
2186,Ipheion,1,32,3.125
2155,Eucephalus,1,28,3.5714285714285716
2167,Schwannia,1,11,9.090909090909092
2157,Polydictyum,1,7,14.285714285714286
2158,Cardiochlaena,1,19,5.2631578947368425
2159,Lomaridium,1,20,5.0
2160,Mesophlebion,1,21,4.761904761904762
2161,Mesoneuron,1,13,7.6923076923076925
2162,Nesopteris,1,7,14.285714285714286
2163,Microgonium,1,30,3.3333333333333335
2164,Marginaria,1,104,0.9615384615384616
2165,Hebecladus,1,17,5.882352941176471
2166,Jaltomata,1,80,1.25
2156,Xylothamia,1,11,9.090909090909092
1243,Rouxopteris,1,3,33.333333333333336
1244,Trichoneuron,1,2,50.0
1245,Cheiranthus,1,280,0.35714285714285715
1246,Salacia,1,573,0.17452006980802792
1247,Elaeodendron,1,150,0.6666666666666666
1248,Aceratium,1,38,2.6315789473684212
1249,Ganitrus,1,4,25.0
1250,Homalocephala,1,6,16.666666666666668
1251,Delosperma,1,205,0.4878048780487805
1519,Herpestis,1,132,0.7575757575757576
1253,Poecilopteris,1,42,2.380952380952381
1254,Myrciaria,1,159,0.6289308176100629
1255,Macrophloga,1,2,50.0
1256,Vonitra,1,7,14.285714285714286
1257,Myricaria,1,39,2.5641025641025643
1258,Spergula,1,234,0.42735042735042733
1227,Phlogella,1,2,50.0
1228,Dolicholobium,1,45,2.2222222222222223
1229,Campium,1,72,1.3888888888888888
1230,Lenbrassia,1,3,33.333333333333336
1252,Nesoris,1,2,50.0
1286,Alloplectus,1,150,0.6666666666666666
1287,Reseda,1,484,0.2066115702479339
1288,Actaea,1,125,0.8
1289,Corrigiola,1,51,1.9607843137254901
1290,Copiapoa,1,173,0.5780346820809249
1259,Tryphane,1,12,8.333333333333334
1260,Zygophyllum,1,333,0.3003003003003003
1261,Pulmonaria,1,162,0.6172839506172839
1262,Prangos,1,130,0.7692307692307693
1274,Abutilon,1,701,0.14265335235378032
1264,Oryxis,1,2,50.0
1265,Discocactus,1,110,0.9090909090909091
1266,Lepidamphora,1,2,50.0
1267,Babactes,1,3,33.333333333333336
1268,Desmos,1,77,1.2987012987012987
1269,Annona,1,366,0.273224043715847
1270,Pleurolobus,1,22,4.545454545454546
1271,Oxydium,1,2,50.0
1272,Aeschynomene,1,488,0.20491803278688525
1273,Bucholzia,1,20,5.0
1263,Cachrys,1,103,0.970873786407767
1222,Ctenitopsis,1,28,3.5714285714285716
1223,Dryopsis,1,29,3.4482758620689653
1224,Dryoathyrium,1,24,4.166666666666667
1225,Neodypsis,1,17,5.882352941176471
1226,Antongilia,1,2,50.0
1195,Cryptorchis,1,2,50.0
1196,Sarcochilus,1,256,0.390625
1197,Syngonium,1,79,1.2658227848101267
1198,Gymnostillingia,1,4,25.0
1231,Hammatocaulis,1,2,50.0
1200,Jordania,1,3,33.333333333333336
1201,Asimina,1,42,2.380952380952381
1202,Sorema,1,15,6.666666666666667
1203,Paropyrum,1,2,50.0
1204,Cubelium,1,4,25.0
1205,Neisandra,1,2,50.0
1206,Prinos,1,57,1.7543859649122806
1207,Hemistemma,1,13,7.6923076923076925
1208,Heuchera,1,250,0.4
1209,Lacosteopsis,1,14,7.142857142857143
1199,Ibidium,1,31,3.225806451612903
1232,Uloptera,1,2,50.0
1233,Siphonidium,1,2,50.0
1234,Anagosperma,1,2,50.0
1235,Esterhazya,1,17,5.882352941176471
1236,Erythroxylum,1,566,0.17667844522968199
1237,Pseudotectaria,1,9,11.11111111111111
1238,Parablechnum,1,72,1.3888888888888888
1239,Lomariocycas,1,21,4.761904761904762
1240,Dictyogramme,1,21,4.761904761904762
1241,Hosackia,1,130,0.7692307692307693
1221,Pyrrosia,1,157,0.6369426751592356
1211,Micropuntia,1,10,10.0
1212,Goniothalamus,1,205,0.4878048780487805
1213,Muellerolimon,1,2,50.0
1214,Robertium,1,11,9.090909090909092
1215,Gentianopsis,1,65,1.5384615384615385
1216,Gelsemium,1,9,11.11111111111111
1217,Rhinostigma,1,3,33.333333333333336
1218,Bonplandia,1,16,6.25
1219,Polyphlebium,1,16,6.25
1220,Microtrichomanes,1,14,7.142857142857143
1242,Haloragis,1,204,0.49019607843137253
1350,Borzicactella,1,4,25.0
1351,Cephalocleistocactus,1,5,20.0
1352,Univiscidiatus,1,16,6.25
1353,Ceratogynum,1,3,33.333333333333336
1354,Foersteria,1,1,100.0
1323,Acianthella,1,8,12.5
1324,Acanthophippium,1,26,3.8461538461538463
1325,Oreoxis,1,7,14.285714285714286
1326,Cebatha,1,22,4.545454545454546
1285,Uvedalia,1,6,16.666666666666668
1328,Hesperochloa,1,3,33.333333333333336
1329,Diomma,1,3,33.333333333333336
1330,Bunchosia,1,164,0.6097560975609756
1331,Scolopendrium,1,54,1.8518518518518519
1332,Liatris,1,214,0.4672897196261682
1333,Chaetocrater,1,6,16.666666666666668
1334,Hymenolobus,1,20,5.0
1335,Fumaria,1,536,0.1865671641791045
1336,Bubon,1,40,2.5
1337,Balaka,1,26,3.8461538461538463
1327,Libanotis,1,132,0.7575757575757576
1360,Doerriena,1,2,50.0
1361,Sparrea,1,2,50.0
1362,Cayratia,1,105,0.9523809523809523
1363,Chupalon,1,32,3.125
1364,Pourretia,1,35,2.857142857142857
1365,Heterocalymnantha,1,2,50.0
1366,Forsteria,1,1,100.0
1367,Rhinerrhizopsis,1,5,20.0
1368,Adelia,1,77,1.2987012987012987
1369,Daphniphyllum,1,139,0.7194244604316546
1349,Neolloydia,1,62,1.6129032258064515
1339,Aucuba,1,86,1.1627906976744187
1340,Maximiliana,1,19,5.2631578947368425
1341,Arum,1,423,0.2364066193853428
1342,Argostemma,1,270,0.37037037037037035
1343,Cynopaema,1,4,25.0
1344,Gynopogon,1,42,2.380952380952381
1345,Selinum,1,288,0.3472222222222222
1346,Poivrea,1,49,2.0408163265306123
1347,Colubrina,1,141,0.7092198581560284
1348,Ortegocactus,1,2,50.0
1370,Pergamena,1,2,50.0
1297,Hemiperis,1,22,4.545454545454546
1298,Lorencea,1,2,50.0
1299,Pistolochia,1,84,1.1904761904761905
1300,Lipara,1,2,50.0
1301,Chilianthus,1,7,14.285714285714286
1302,Blackstonia,1,26,3.8461538461538463
1303,Bistorta,1,143,0.6993006993006993
1304,Bergenia,1,51,1.9607843137254901
1305,Hildmannia,1,22,4.545454545454546
1338,Codonura,1,2,50.0
1275,Itea,1,61,1.639344262295082
1276,Boehmeria,1,546,0.18315018315018314
1277,Pelargonium,1,1793,0.05577244841048522
1278,Dufrenoya,1,15,6.666666666666667
1279,Daphne,1,634,0.15772870662460567
1280,Didymocarpus,1,441,0.22675736961451248
1281,Cucumis,1,580,0.1724137931034483
1282,Cryptospora,1,10,10.0
1283,Pseudocryptocarya,1,2,50.0
1284,Craterostigma,1,46,2.1739130434782608
1306,Monocera,1,42,2.380952380952381
1307,Echium,1,588,0.17006802721088435
1308,Arytera,1,56,1.7857142857142858
1309,Euphoria,1,57,1.7543859649122806
1310,Isopyrum,1,71,1.408450704225352
1311,Cryptandra,1,166,0.6024096385542169
1312,Thisantha,1,11,9.090909090909092
1313,Crantzia,1,59,1.694915254237288
1314,Hellwigia,1,2,50.0
1315,Eriolopha,1,12,8.333333333333334
1316,Cryptophoranthus,1,47,2.127659574468085
1296,Dactylorchis,1,126,0.7936507936507936
1318,Lazarum,1,2,50.0
1319,Schoenomorphus,1,2,50.0
1320,Tubella,1,81,1.2345679012345678
1321,Acianthopsis,1,23,4.3478260869565215
1322,Acianthus,1,54,1.8518518518518519
1291,Combesia,1,22,4.545454545454546
1292,Diodia,1,161,0.6211180124223602
1293,Deppeopsis,1,6,16.666666666666668
1294,Dendrochilum,1,401,0.24937655860349128
1295,Vappodes,1,9,11.11111111111111
1317,Metrosideros,1,283,0.35335689045936397
1094,Oxera,1,65,1.5384615384615385
1095,Clitandra,1,47,2.127659574468085
1096,Oreopanax,1,206,0.4854368932038835
1097,Anisolobus,1,29,3.4482758620689653
1098,Acanthoxanthium,1,4,25.0
1067,Nothomyrcia,1,3,33.333333333333336
1068,Microtoena,1,39,2.5641025641025643
1069,Adenostyles,1,63,1.5873015873015872
1070,Culcitium,1,62,1.6129032258064515
1210,Guioa,1,115,0.8695652173913043
1072,Cineraria,1,419,0.2386634844868735
1073,Hasteola,1,10,10.0
1074,Haplocarpha,1,22,4.545454545454546
1075,Arctotis,1,261,0.3831417624521073
1076,Thrincia,1,55,1.8181818181818181
1077,Hypochaeris,1,291,0.3436426116838488
1078,Picris,1,256,0.390625
1079,Helminthia,1,25,4.0
1080,Hyoseris,1,80,1.25
1081,Paragymnopteris,1,9,11.11111111111111
1071,Diplostephium,1,204,0.49019607843137253
1105,Dicoma,1,98,1.0204081632653061
1106,Bamlera,1,3,33.333333333333336
1107,Monochaetum,1,110,0.9090909090909091
1108,Cassebeeria,1,73,1.36986301369863
1109,Melastoma,1,806,0.12406947890818859
1110,Serjania,1,438,0.228310502283105
1111,Euscaphis,1,17,5.882352941176471
1112,Bauhinia,1,982,0.10183299389002037
1113,Lablab,1,31,3.225806451612903
1093,Epitrachys,1,26,3.8461538461538463
1083,Dichrocephala,1,37,2.7027027027027026
1084,Filago,1,239,0.41841004184100417
1085,Gnaphalion,1,2,50.0
1086,Cassinia,1,94,1.0638297872340425
1087,Lapsana,1,74,1.3513513513513513
1088,Agathyrsus,1,17,5.882352941176471
1089,Monosis,1,18,5.555555555555555
1090,Bothriocline,1,91,1.098901098901099
1091,Cyanopis,1,8,12.5
1092,Perezia,1,204,0.49019607843137253
1114,Correllia,1,2,50.0
1047,Sexilia,1,3,33.333333333333336
1048,Andreettaea,1,2,50.0
1049,Euchilus,1,9,11.11111111111111
1050,Corynandra,1,12,8.333333333333334
2386,Omphalodes,1,106,0.9433962264150944
2393,Cinnabarinea,1,9,11.11111111111111
2394,Malacocarpus,1,74,1.3513513513513513
2395,Leachia,1,14,7.142857142857143
2396,Hilliardiella,1,14,7.142857142857143
1082,Sericocarpus,1,24,4.166666666666667
2398,Chamaecrista,1,748,0.13368983957219252
2399,Centella,1,114,0.8771929824561403
2389,Bellardia,1,23,4.3478260869565215
2384,Santaloides,1,41,2.4390243902439024
2410,Chrysoxylon,1,6,16.666666666666668
2392,Tridimeris,1,4,25.0
2378,Anisantha,1,33,3.0303030303030303
2379,Desmodiastrum,1,6,16.666666666666668
2363,Gaudichaudia,1,87,1.1494252873563218
2391,Dela,1,1,100.0
2397,Fortunella,1,13,7.6923076923076925
1051,Uvifera,1,131,0.7633587786259542
1052,Wendlandia,1,178,0.5617977528089888
1053,Acanthocephala,1,3,33.333333333333336
1054,Dactylanthocactus,1,2,50.0
1055,Petalidium,1,58,1.7241379310344827
1056,Monotropsis,1,5,20.0
1057,Monteverdia,1,128,0.78125
1058,Gnomonia,1,7,14.285714285714286
1059,Eulaliopsis,1,5,20.0
1060,Ametron,1,3,33.333333333333336
1046,Galypola,1,2,50.0
1062,Trivalvaria,1,19,5.2631578947368425
1063,Harrisia,1,44,2.272727272727273
1064,Bremekampia,1,6,16.666666666666668
1065,Halocnemum,1,23,4.3478260869565215
1066,Notylia,1,110,0.9090909090909091
1041,Austrocylindropuntia,1,53,1.8867924528301887
1042,Carthamodes,1,9,11.11111111111111
1043,Tamala,1,9,11.11111111111111
1044,Zedoaria,1,1,100.0
1045,Leptosyne,1,23,4.3478260869565215
1061,Micromeles,1,80,1.25
1169,Sedobassia,1,2,50.0
1170,Equisetum,1,708,0.14124293785310735
1171,Lasiarrhenum,1,6,16.666666666666668
1172,Loasa,1,256,0.390625
1173,Clementea,1,3,33.333333333333336
1174,Prenanthella,1,2,50.0
1175,Uropappus,1,14,7.142857142857143
1176,Stebbinsoseris,1,3,33.333333333333336
1177,Hebenstretia,1,70,1.4285714285714286
