,taxon_name_w_authors,v11_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author,v13_chained_accepted_genus,v13_direct_accepted_genus
928459,Camphorosma acuta L.,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum (Pall.) Bunge,Polycnemum majus A.Braun ex Bogenh.,Polycnemum majus A.Braun ex Bogenh.,Nanophyton,Polycnemum
928460,Nanophyton acutum (L.) Druce,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum subsp. erinaceum,Nanophyton erinaceum (Pall.) Bunge,Polycnemum majus A.Braun ex Bogenh.,Polycnemum majus A.Braun ex Bogenh.,Nanophyton,Polycnemum
929613,Sedum griffithii C.B.Clarke,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha subsp. adenotricha,Rosularia adenotricha (Wall. ex Edgew.) C.-A.Jansson,Sedum griffithii C.B.Clarke,Sedum griffithii C.B.Clarke,Rosularia,Sedum
933677,Olmedia grandifolia Trécul,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis Aubl.,Perebea guianensis subsp. guianensis,Perebea guianensis Aubl.,Maquira,Perebea
948646,Ilex ligustrina var. minutiflora (A.Rich.) Loes.,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria subsp. vomitoria,Ilex vomitoria Aiton,Banara minutiflora (A.Rich.) Sleumer,Banara minutiflora (A.Rich.) Sleumer,Ilex,Banara
948697,Ilex cuneifolia Hook.,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia subsp. rhombifolia,Jodina rhombifolia (Hook. & Arn.) Reissek,Ilex obcordata var. obcordata,Ilex obcordata Sw.,Jodina,Ilex
949354,Carduus cynaroides Lam.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus L.,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides (Lam.) Dittrich,Cynara,Lamyropsis
949356,Chamaepeuce cynaroides (Lam.) DC.,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus L.,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides (Lam.) Dittrich,Cynara,Lamyropsis
949358,Carduus cynara E.H.L.Krause,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus subsp. cardunculus,Cynara cardunculus L.,Lamyropsis cynaroides (Lam.) Dittrich,Lamyropsis cynaroides (Lam.) Dittrich,Cynara,Lamyropsis
950214,Vernonia apocynifolia Baker,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum var. cinereum,Cyanthillium cinereum (L.) H.Rob.,"Humbertacalia apocynifolia (Baker) Rabarim., Callm. & J.Calvo","Humbertacalia apocynifolia (Baker) Rabarim., Callm. & J.Calvo",Cyanthillium,Humbertacalia
957378,Galactia formosa (Griseb.) Stuck. ex Seckt,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Collaea argentina Griseb.,Collaea argentina Griseb.,Nanogalactia,Collaea
957379,Collaea formosa Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Collaea argentina Griseb.,Collaea argentina Griseb.,Nanogalactia,Collaea
957380,Collaea argentina Griseb.,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Nanogalactia heterophylla (Gillies ex Hook.) L.P.Queiroz,Collaea argentina Griseb.,Collaea argentina Griseb.,Nanogalactia,Collaea
960990,Scirpus scheuchzeri Hartmann,Eriophorum scheuchzeri var. scheuchzeri,Eriophorum scheuchzeri var. scheuchzeri,Eriophorum scheuchzeri var. scheuchzeri,Eriophorum scheuchzeri Hoppe,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eriophorum,Eleocharis
1135964,Eucalyptus globulus subsp. pseudoglobulus (Naudin ex Maiden) J.B.Kirkp.,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,,,Eucalyptus pseudoglobulus Naudin ex Maiden,Eucalyptus pseudoglobulus Naudin ex Maiden,,Eucalyptus
1139409,Listrostachys pescatoriana (Lindl.) S.Moore,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Listrostachys pertusa (Lindl.) Rchb.f.,Listrostachys pertusa (Lindl.) Rchb.f.,Oeoniella,Listrostachys
1165832,Arequipa clavata (Söhrens ex K.Schum.) Borg,Oreocereus leucotrichus (Phil.) Wagenkn.,Oreocereus leucotrichus (Phil.) Wagenkn.,Oreocereus leucotrichus (Phil.) Wagenkn.,Oreocereus leucotrichus (Phil.) Wagenkn.,Eriosyce clavata (Söhrens ex K.Schum.) Helmut Walter,Eriosyce clavata (Söhrens ex K.Schum.) Helmut Walter,Oreocereus,Eriosyce
1170928,Malveopsis spicata var. normalis Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
1170929,Melochia spicata (L.) Fryxell,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
1170934,Malveopsis spicata (L.) Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
1170935,Malvastrum spicatum (L.) A.Gray,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
1170936,Visenia spicata (L.) Colla,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
1172116,Eleiotis monophylla var. hebecarpa DC.,Psoralea monophylla (L.) C.H.Stirt.,Psoralea monophylla (L.) C.H.Stirt.,Psoralea monophylla (L.) C.H.Stirt.,Psoralea monophylla (L.) C.H.Stirt.,Eleiotis sororia (L.) DC.,Eleiotis sororia (L.) DC.,Psoralea,Eleiotis
1172226,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus (Schult. & Schult.f.) Danser,Psittacanthus,Taxillus
1178081,Brassica nigra var. laevigata (DC.) Alef.,Brassica carinata A.Braun,Brassica carinata A.Braun,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata (A.Braun) D.A.German,Erucastrum strigosum (Thunb.) O.E.Schulz,Erucastrum strigosum (Thunb.) O.E.Schulz,Mutarda,Erucastrum
1182789,Echinocactus berteroi (Colla) Gay,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce,Cumulopuntia
1182793,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce,Cumulopuntia
1182795,Opuntia berteroi (Colla) A.E.Hoffm.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce,Cumulopuntia
1192550,Arctium majus subsp. intermedium (Lange) Nyman,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Arctium nemorosum Lej.,Arctium nemorosum Lej.,Cousinia,Arctium
1192551,Lappa intermedium (Lange) Lange,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Arctium nemorosum Lej.,Arctium nemorosum Lej.,Cousinia,Arctium
1192707,Carthamus lanatus var. baeticus (Boiss. & Reut.) Cout.,Carthamus lanatus subsp. lanatus,Carthamus lanatus subsp. lanatus,,,Carthamus creticus L.,Carthamus creticus L.,,Carthamus
1192708,Carthamus lanatus subsp. baeticus (Boiss. & Reut.) Nyman,Carthamus lanatus subsp. lanatus,Carthamus lanatus subsp. lanatus,,,Carthamus creticus L.,Carthamus creticus L.,,Carthamus
1196057,Chiliadenus saxatilis (Lam.) Brullo,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa subsp. viscosa,Dittrichia viscosa (L.) Greuter,Chiliadenus glutinosus (L.) Fourr.,Chiliadenus glutinosus (L.) Fourr.,Dittrichia,Chiliadenus
1197743,Gymnogramma arifolia (Burm.f.) Kuhn,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum,Hemionitis
1197744,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum,Hemionitis
1197745,Parahemionitis arifolia (Burm.f.) Panigrahi,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia (Burm.f.) T.Moore,Acrostichum,Hemionitis
1205563,Matricaria valentina (L.) L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale (Jacq.) Cass.,Anacyclus radiatus Loisel.,Anacyclus radiatus Loisel.,Porophyllum,Anacyclus
1207240,Feuilleea terminalis Kuntze,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,"Hydrochorea pedicellaris (DC.) M.V.B.Soares, Iganci & M.P.Morim","Hydrochorea pedicellaris (DC.) M.V.B.Soares, Iganci & M.P.Morim",Pseudalbizzia,Hydrochorea
1214663,Pinalia stellata (Lindl.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214810,Pinalia striolata (Rchb.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214814,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214815,Pinalia fragrans (Rchb.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214817,Pinalia rugosa (Blume) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214818,Eria rugosa (Blume) Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1214819,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.,Bulbophyllum,Eria
1232010,Dupatya vaginata (Körn.) Kuntze,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Paepalanthus vaginatus Körn.,Paepalanthus vaginatus Körn.,Syngonanthus,Paepalanthus
1267197,Chlorophora reticulata (Chodat) Herzog,Maclura tinctoria (L.) D.Don ex G.Don,Maclura tinctoria (L.) D.Don ex G.Don,Maclura tinctoria (L.) D.Don ex G.Don,Maclura tinctoria (L.) D.Don ex G.Don,Sorocea sprucei subsp. saxicola (Hassl.) C.C.Berg,Sorocea sprucei (Baill.) J.F.Macbr.,Maclura,Sorocea
1291722,Calophanes depressus (L.f.) T.Anderson,Hygrophila erecta (Burm.f.) Hochr.,Hygrophila erecta (Burm.f.) Hochr.,Hygrophila erecta (Burm.f.) Hochr.,Hygrophila erecta (Burm.f.) Hochr.,Aptosimum procumbens (Lehm.) Burch. ex Steud.,Aptosimum procumbens (Lehm.) Burch. ex Steud.,Hygrophila,Aptosimum
1292278,Robinsonia guianensis (Aubl.) J.F.Gmel.,Quiina guianensis Aubl.,Quiina guianensis Aubl.,Quiina guianensis Aubl.,Quiina guianensis Aubl.,Touroulia guianensis Aubl.,Touroulia guianensis Aubl.,Quiina,Touroulia
1294086,Echinopsis dobeana (Dölz) J.G.Lamb.,Leucostele deserticola (Werderm.) Schlumpb.,Leucostele deserticola (Werderm.) Schlumpb.,Leucostele deserticola (Werderm.) Schlumpb.,Leucostele deserticola (Werderm.) Schlumpb.,Echinopsis aurea subsp. aurea,Echinopsis aurea Britton & Rose,Leucostele,Echinopsis
1294226,Echinopsis densispina f. sufflava (Wessner) Buining,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Reicheocactus,Echinopsis
1294227,Echinopsis densispina f. aurantiaca (Wessner) Buining,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Reicheocactus,Echinopsis
1294228,Lobivia famatinensis var. sufflava (Wessner) Krainz,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Reicheocactus,Echinopsis
1294229,Echinopsis densispina f. eburnea (Wessner) Buining,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Reicheocactus,Echinopsis
1294230,Lobivia famatinensis var. eburnea (Wessner) Krainz,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis (Speg.) Schlumpb.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Reicheocactus,Echinopsis
1304128,Hieracium anchusoides subsp. sertiflorum (Lam.) Zahn,Pilosella anchusoides Arv.-Touv.,Pilosella anchusoides Arv.-Touv.,Pilosella anchusoides Arv.-Touv.,Pilosella anchusoides Arv.-Touv.,Crepis praemorsa subsp. praemorsa,Crepis praemorsa (L.) Tausch,Pilosella,Crepis
1316359,Maquira grandifolia (Trécul) Baill. ex Benth. & Hook.f.,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis subsp. guianensis,Maquira guianensis Aubl.,Perebea guianensis subsp. guianensis,Perebea guianensis Aubl.,Maquira,Perebea
