,taxon_name_w_authors,v11_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
20579,Eucalyptus capricornia D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
20581,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
20582,Eucalyptus drysdalensis D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
21407,Croton cascarilla Lam.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton eluteria (L.) W.Wright,Croton eluteria (L.) W.Wright
21408,Croton albidus Müll.Arg.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton humilis L.,Croton humilis L.
21414,Croton lamarckianus Moldenke,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton eluteria (L.) W.Wright,Croton eluteria (L.) W.Wright
21421,Oxydectes albida (Müll.Arg.) Kuntze,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton humilis L.,Croton humilis L.
22874,Hemiperis micrantha Frapp. ex Cordem.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis falcata (Frapp. ex Cordem.) Schltr.,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.,Cynorkis micrantha (Frapp. ex Cordem.) Schltr.
24864,Dendrobium lawianum Lindl.,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium lawianum Lindl.,Dendrobium lawianum Lindl.
24867,Dendrochilum roseum Dalzell,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium crepidatum Lindl. & Paxton,Dendrobium lawianum Lindl.,Dendrobium lawianum Lindl.
30495,Eucalyptus subcaerulea K.D.Hill,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus agglomerata Maiden,Eucalyptus subcaerulea K.D.Hill,Eucalyptus subcaerulea K.D.Hill
30780,Eucalyptus leptophylla var. floribunda Blakely,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus leptophylla F.Muell. ex Miq.,Eucalyptus efflorescens L.A.S.Johnson & K.D.Hill ex D.Nicolle & M.E.French,Eucalyptus efflorescens L.A.S.Johnson & K.D.Hill ex D.Nicolle & M.E.French
30899,Eucalyptus fergusonii R.T.Baker,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus fergusonii R.T.Baker,Eucalyptus fergusonii R.T.Baker
30900,Eucalyptus fergusonii subsp. dorsiventralis L.A.S.Johnson & K.D.Hill,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus paniculata Sm.,Eucalyptus fergusonii subsp. dorsiventralis L.A.S.Johnson & K.D.Hill,Eucalyptus fergusonii R.T.Baker
31023,Eucalyptus pseudoglobulus Naudin ex Maiden,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,Eucalyptus stjohnii (F.Muell. ex R.T.Baker) R.T.Baker,,,Eucalyptus pseudoglobulus Naudin ex Maiden,Eucalyptus pseudoglobulus Naudin ex Maiden
31028,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta Sieber ex Spreng.,Eucalyptus spectatrix L.A.S.Johnson & Blaxell,Eucalyptus spectatrix L.A.S.Johnson & Blaxell
31087,Eucalyptus aenea K.D.Hill,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus viridis R.T.Baker,Eucalyptus aenea K.D.Hill,Eucalyptus aenea K.D.Hill
31796,Eugenia pisonis O.Berg,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia moschata (Aubl.) Nied. ex T.Durand & B.D.Jacks.,Eugenia pisonis O.Berg,Eugenia pisonis O.Berg
32108,Eugenia doniana O.Berg,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Eugenia stictopetala DC.,Myrcia doniana O.Berg,Myrcia doniana O.Berg
34429,Euphorbia latimammillaris Croizat,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia mammillaris L.,Euphorbia pseudoglobosa subsp. nesemannii (R.A.Dyer) Bruyns,Euphorbia pseudoglobosa Marloth
34453,Euphorbia currorii N.E.Br.,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia matabelensis Pax,Euphorbia currorii N.E.Br.,Euphorbia currorii N.E.Br.
34635,Euphorbia cucumerina Willd.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia obesa Hook.f.,Euphorbia polygona Haw.,Euphorbia polygona Haw.
36097,Faramea tenuifolia Rusby,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea tenuifolia Rusby,Faramea tenuifolia Rusby
36100,Faramea cyanea Müll.Arg.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea occidentalis (L.) A.Rich.,Faramea hyacinthina Mart.,Faramea hyacinthina Mart.
37740,Gastrodia foetida Koidz.,Gastrodia nipponica (Honda) Tuyama,Gastrodia nipponica (Honda) Tuyama,Gastrodia nipponica (Honda) Tuyama,Gastrodia nipponica (Honda) Tuyama,Gastrodia foetida Koidz.,Gastrodia foetida Koidz.
40508,Hemiandra linearis Benth.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.,Hemiandra linearis Benth.
40509,Hemiandra longifolia Bartl.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.,Hemiandra linearis Benth.
40516,Hemiandra pungens var. grandiflora Benth.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.,Hemiandra linearis Benth.
40518,Hemiandra pungens var. linearis (Benth.) Ostenf.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra pungens R.Br.,Hemiandra linearis Benth.,Hemiandra linearis Benth.
41303,Homalomena tonkinensis Engl.,Homalomena cochinchinensis Engl.,Homalomena cochinchinensis Engl.,Homalomena occulta (Lour.) Schott,Homalomena occulta (Lour.) Schott,Homalomena tonkinensis Engl.,Homalomena tonkinensis Engl.
42097,Iguanura polymorpha var. canina Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura polymorpha Becc.,Iguanura divergens Hodel,Iguanura divergens Hodel
43438,Korthalsia scaphigera Mart.,Korthalsia rostrata Blume,Korthalsia rostrata Blume,Korthalsia rostrata Blume,Korthalsia rostrata Blume,Korthalsia laciniosa (Griff.) Mart.,Korthalsia laciniosa (Griff.) Mart.
44093,Lantana sellowiana f. planifolia Cham.,Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis (Spreng.) Briq.,Lantana planifolia (Cham.) Briq.,Lantana planifolia (Cham.) Briq.
44853,Lepanthes doloma Luer & R.Vásquez,Lepanthes intonsa Luer,Lepanthes intonsa Luer,Lepanthes intonsa Luer,Lepanthes intonsa Luer,Lepanthes doloma Luer & R.Vásquez,Lepanthes doloma Luer & R.Vásquez
45323,Leptospermum scoparium var. incanum Cackayne,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum scoparium J.R.Forst. & G.Forst.,Leptospermum hoipolloi f. incanum (Cackayne) de Lange & L.M.H.Schmid,Leptospermum hoipolloi L.M.H.Schmid & de Lange
48053,Cameraria guianensis Aubl.,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina (Aubl.) A.DC.,Malouetia guianensis (Aubl.) Miers,Malouetia guianensis (Aubl.) Miers
48060,Malouetia guianensis (Aubl.) Miers,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina var. tamaquarina,Malouetia tamaquarina (Aubl.) A.DC.,Malouetia guianensis (Aubl.) Miers,Malouetia guianensis (Aubl.) Miers
52432,Sideroxylon rugosum var. parviflorum Miq.,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis rugosa (Sw.) Pierre,Micropholis melinoniana Pierre,Micropholis melinoniana Pierre
52804,Monarda malloryi Gilly,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda bartlettii Standl.,Monarda malloryi Gilly,Monarda malloryi Gilly
52809,Monarda mexicana Epling,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora var. austromontana (Epling) B.L.Turner,Monarda citriodora Cerv. ex Lag.,Monarda mexicana Epling,Monarda mexicana Epling
52894,Monardella parvifolia Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
52895,Monardella rubella Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella rubella Greene,Monardella rubella Greene
52896,Monardella muriculata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
52898,Madronella modocensis (Greene) Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella modocensis Greene,Monardella modocensis Greene
52901,Monardella ovata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella ovata Greene,Monardella ovata Greene
52902,Monardella modocensis Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella modocensis Greene,Monardella modocensis Greene
52904,Monardella ingrata Greene,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella odoratissima subsp. glauca (Greene) Epling,Monardella glauca Greene,Monardella glauca Greene,Monardella odoratissima subsp. parvifolia (Greene) Epling,Monardella odoratissima Benth.
56032,Angraecum pescatorianum Lindl.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Oeoniella polystachys (Thouars) Schltr.,Listrostachys pertusa (Lindl.) Rchb.f.,Listrostachys pertusa (Lindl.) Rchb.f.
60345,Eria matthewsii Rchb.f.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia inversa Schltr.,Phreatia matthewsii Rchb.f.,Phreatia matthewsii Rchb.f.
62122,"Platanthera lesbiaca Devillers-Tersch., Devillers, Dedroog, Baeten & Flausch",Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera chlorantha (Custer) Rchb.,Platanthera holmboei H.Lindb.,Platanthera holmboei H.Lindb.
66656,Uragoga pobeguinii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66664,Uragoga multinervata De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66668,Uragoga gumola De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66672,Uragoga densifolia De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
66679,Uragoga seretii De Wild.,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis var. peduncularis,Psychotria peduncularis (Salisb.) Steyerm.,Psychotria mildbraedii (K.Krause) O.Lachenaud,Psychotria mildbraedii (K.Krause) O.Lachenaud
67340,Actinophloeus hospitus Burret,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma macarthurii (H.Wendl. ex H.J.Veitch) H.Wendl. ex Hook.f.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma cuneatum (Burret) Burret,Ptychosperma cuneatum (Burret) Burret
67354,Drymophloeus propinquus var. keiensis Becc.,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67355,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma propinquum (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli,Ptychosperma keiense (Becc.) Becc. ex Martelli
67726,Quercus cypri Kotschy ex A.DC.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus canariensis Willd.,Quercus infectoria subsp. veneris (A.Kern.) Meikle,Quercus infectoria G.Olivier
67988,Quercus semiserrata var. mannii Hook.f.,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus gemelliflora Blume,Quercus semiserrata var. mannii Hook.f.,Quercus semiserrata Roxb.
68402,Quercus neoplatyphylla A.Camus,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus,Quercus neoplatyphylla A.Camus
68403,Quercus platyphylla E.F.Warb.,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus magnoliifolia Née,Quercus neoplatyphylla A.Camus,Quercus neoplatyphylla A.Camus
68787,Quercus pubescens var. appenina (Lam.) Wenz.,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens Willd.,Quercus robur subsp. robur,Quercus robur L.
69003,Quercus appenina Lam.,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens subsp. pubescens,Quercus pubescens Willd.,Quercus robur subsp. robur,Quercus robur L.
71437,Salvia campanulata var. hirtella E.Peter,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia campanulata Wall. ex Benth.,Salvia clementiae Pendry & Y.K.Wei,Salvia clementiae Pendry & Y.K.Wei
71463,Salvia menthifolia Ten.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia chamaedryoides Cav.,Salvia microphylla Kunth,Salvia microphylla Kunth
75844,Stelis ochreata Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis lindenii Lindl.,Stelis ochreata Lindl.,Stelis ochreata Lindl.
75899,Stelis sotoana Solano,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis sotoana Solano,Stelis sotoana Solano
75904,Stelis chiapensis Solano,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis purpurascens A.Rich. & Galeotti,Stelis chiapensis Solano,Stelis chiapensis Solano
76516,Syngonium glaucopetiolatum Croat,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium hoffmannii Schott,Syngonium glaucopetiolatum Croat,Syngonium glaucopetiolatum Croat
76699,Syzygium buxifolium var. verticillatum C.Chen,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium buxifolium Hook. & Arn.,Syzygium verticillatum (C.Chen) G.Y.Li & Z.H.Chen,Syzygium verticillatum (C.Chen) G.Y.Li & Z.H.Chen
77296,Eugenia egensis var. tenuiramis (Miq.) O.Berg,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Eugenia egensis DC.,Eugenia egensis DC.
77300,Eugenia tenuiramis Miq.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Eugenia egensis DC.,Eugenia egensis DC.
