,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author,v13_chained_accepted_genus,v13_direct_accepted_genus
183847,Stachytarpheta fiebrigii Moldenke,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Citharexylum amabile (Bocq.) Christenh. & Byng,Stachytarpheta fiebrigii Moldenke,Stachytarpheta fiebrigii Moldenke,Citharexylum,Stachytarpheta
193284,Lobivia acanthoplegma var. oligotricha (Cárdenas) Gertel & R.Wahl,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Lobivia cinnabarina (Hook.) Britton & Rose,Echinopsis oligotricha (Cárdenas) M.Lowry,Echinopsis oligotricha (Cárdenas) M.Lowry,Lobivia,Echinopsis
207656,Ocotea minarum var. canescens (Meisn.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Ocotea minarum (Nees & Mart.) Mez,Nectandra psammophila Nees & Mart.,Nectandra psammophila Nees & Mart.,Ocotea,Nectandra
212717,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Olax,Turraea
212720,Olax thouarsiana Baill.,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Olax,Turraea
219002,Phellopterus jonesii (J.M.Coult. & Rose) Rydb.,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri (M.E.Jones) Mathias,Rhysopterus,Cymopterus
219005,Rhysopterus jonesii J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Rhysopterus plurijugus J.M.Coult. & Rose,Cymopterus coulteri (M.E.Jones) Mathias,Cymopterus coulteri (M.E.Jones) Mathias,Rhysopterus,Cymopterus
220978,Helianthemum racemosum (L.) Pau,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Helianthemum violaceum subsp. violaceum,Helianthemum violaceum (Cav.) Pers.,Tuberaria,Helianthemum
221009,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum (L.) Mill.,Tuberaria,Helianthemum
230047,Viola tricolor var. polychroma (A.Kern.) Gams,Viola L.,Viola L.,Viola L.,,Viola tricolor subsp. subalpina Gaudin,Viola tricolor L.,,Viola
235226,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.,Stellaria,Drymaria
235227,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.,Stellaria,Drymaria
235228,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata (L.) Willd. ex Schult.,Stellaria,Drymaria
236852,Spergularia nobreana Samp.,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Spergularia media subsp. media,Spergularia media (L.) C.Presl,Sagina,Spergularia
240691,Statice ciliata (Lange) Rothm.,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Armeria ciliata (Lange) Nieto Fel.,Armeria ciliata (Lange) Nieto Fel.,Limonium,Armeria
244058,Malva spicata L.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell,Malvastrum,Melochia
253862,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus (Schult. & Schult.f.) Danser,Psittacanthus,Taxillus
254058,Dolichos stipulaceus Lam.,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana (Lour.) Merr.,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea (Lam.) Kuntze,Pueraria,Vigna
255656,Paullinia grandiflora Cambess.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata L.,Serjania erecta Radlk.,Serjania erecta Radlk.,Paullinia,Serjania
272245,Stauracanthus aphyllus f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Ulex minor Roth,Ulex minor Roth,Stauracanthus,Ulex
272248,Stauracanthus genistoides f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Ulex minor Roth,Ulex minor Roth,Stauracanthus,Ulex
272253,Ulex genistoides f. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Ulex minor Roth,Ulex minor Roth,Stauracanthus,Ulex
272254,Ulex genistoides var. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Ulex minor Roth,Ulex minor Roth,Stauracanthus,Ulex
285930,Aniba megacarpa Hemsl.,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Licaria cannella subsp. cannella,Licaria cannella (Meisn.) Kosterm.,Aniba,Licaria
300576,Brassica nigra var. laevigata (DC.) Alef.,Brassica carinata A.Braun,Brassica carinata A.Braun,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata (A.Braun) D.A.German,Erucastrum strigosum (Thunb.) O.E.Schulz,Erucastrum strigosum (Thunb.) O.E.Schulz,Mutarda,Erucastrum
314438,Brassica mesopotamica (Spreng.) Bernh.,"Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",Mutarda arvensis (L.) D.A.German,Mutarda arvensis (L.) D.A.German,Coincya,Mutarda
317044,Lithocardium macranthum (Cham.) Kuntze,Cordia macrantha Chodat,Cordia macrantha Chodat,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora (Ruiz & Pav.) Oken,Varronia paucidentata (Fresen.) Friesen,Varronia paucidentata (Fresen.) Friesen,Cordia,Varronia
319373,Luffa cylindrica var. multiflora (Spreng.) Domin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319617,Luffa arabum Steud.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319636,Luffa jacquinii Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319642,Luffa hederacea Wall. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319646,Luffa foetida Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319653,Luffa striata Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319659,Luffa veitchii Naudin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319662,Luffa vittata Zipp. ex Span.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319666,Luffa luffa (L.) A.Lyons,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319670,Luffa satpatia Buch.-Ham. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319674,Luffa parvala Buch.-Ham.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319678,Luffa scabra Schumach. & Thonn.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319682,Luffa racemosa Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319689,Luffa clavata Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
319693,Luffa cordata Meisn. ex M.Roem.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Luffa aegyptiaca Mill.,Luffa aegyptiaca Mill.,Cucumis,Luffa
321564,Didymocarpus pallidus Kraenzl.,Cyrtandra copelandii Elmer,Cyrtandra copelandii Elmer,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii (Elmer) Merr.,Cyrtandra edanoi Olivar & Pelser,Cyrtandra edanoi Olivar & Pelser,Rhynchotechum,Cyrtandra
324795,Annona laevigata Mart.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis Lour.,Desmos chinensis Lour.,Xylopia laevigata (Mart.) R.E.Fr.,Xylopia laevigata (Mart.) R.E.Fr.,Desmos,Xylopia
326539,Babactes oblongifolia (Roxb.) DC.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Henckelia oblongifolia (Roxb.) D.J.Middleton & Mich.Möller,Henckelia oblongifolia (Roxb.) D.J.Middleton & Mich.Möller,Didymocarpus,Henckelia
330382,Ehretia indica (Dennst. ex Kostel.) M.R.Almeida & S.M.Almeida,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera Willd.,Blachia umbellata (Willd.) Baill.,Blachia umbellata (Willd.) Baill.,Ehretia,Blachia
334551,Cactus berteroi Colla,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce,Cumulopuntia
334972,Brassica purpurascens Banks & Sol.,Erucaria hispanica (L.) Druce,Erucaria hispanica (L.) Druce,Erucaria hispanica (L.) Druce,Erucaria hispanica (L.) Druce,Chorispora purpurascens (Banks & Sol.) Eig,Chorispora purpurascens (Banks & Sol.) Eig,Erucaria,Chorispora
347250,Guioa chrysantha Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Toechima dasyrrhache Radlk.,Toechima dasyrrhache Radlk.,Guioa,Toechima
348872,Hebenstretia fruticosa L.f.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata L.,Dischisma fruticosum (L.f.) Rolfe,Dischisma fruticosum (L.f.) Rolfe,Hebenstretia,Dischisma
355020,Indigofera enneaphylla L.,Indigofera tsiangiana Metcalf,Indigofera tsiangiana Metcalf,Indigofera tsiangiana Metcalf,Indigofera tsiangiana Metcalf,Psoralea pinnata L.,Psoralea pinnata L.,Indigofera,Psoralea
363003,Polygala caripensis Turcz.,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Asemeia violacea (Aubl.) J.F.B.Pastore & J.R.Abbott,Senega paniculata (L.) J.F.B.Pastore & J.R.Abbott,Senega paniculata (L.) J.F.B.Pastore & J.R.Abbott,Asemeia,Senega
368212,Galatella tenuifolia Lindl. ex DC.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Galatella hauptii (Ledeb.) Lindl. ex DC.,Galatella hauptii (Ledeb.) Lindl. ex DC.,Cosmos,Galatella
385628,× Sorbaronia dippelii var. superaria C.K.Schneid.,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii (Zabel) Mezhenskyj,× Aroniaria dippelii (Zabel) Mezhenskyj,Aria edulis (Willd.) M.Roem.,Aria edulis (Willd.) M.Roem.,× Aroniaria,Aria
385739,Robinia pyramidata Mill.,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Erythrostemon yucatanensis var. yucatanensis,Erythrostemon yucatanensis (Greenm.) Gagnon & G.P.Lewis,Cenostigma,Erythrostemon
386898,Lobivia chrysacantha (Backeb.) H.P.Kelsey & Dayton,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana (Backeb.) Blossf.,Echinopsis jajoana (Backeb.) Blossf.,Rebutia minuscula var. minuscula,Rebutia minuscula K.Schum.,Echinopsis,Rebutia
388094,Minuartia arctica var. hondoensis Ohwi,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Minuartia hondoensis (Ohwi) Ohwi,Minuartia hondoensis (Ohwi) Ohwi,Cherleria,Minuartia
391556,Monochaetum canescens (Bonpl.) J.F.Macbr.,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii (Kunth) Naudin,Monochaetum bonplandii (Kunth) Naudin,Brachyotum ledifolium (Desr.) Triana,Brachyotum ledifolium (Desr.) Triana,Monochaetum,Brachyotum
396946,Arctium intermedium Lange,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Cousinia chlorocephala C.A.Mey. ex DC.,Arctium nemorosum Lej.,Arctium nemorosum Lej.,Cousinia,Arctium
398016,Carthamus lanatus var. baeticus (Boiss. & Reut.) Cout.,Carthamus lanatus subsp. lanatus,Carthamus lanatus subsp. lanatus,,,Carthamus creticus L.,Carthamus creticus L.,,Carthamus
398017,Carthamus lanatus subsp. baeticus (Boiss. & Reut.) Nyman,Carthamus lanatus subsp. lanatus,Carthamus lanatus subsp. lanatus,,,Carthamus creticus L.,Carthamus creticus L.,,Carthamus
398026,Centaurea lanata (L.) Lam. & DC.,Carthamus lanatus subsp. lanatus,Carthamus lanatus subsp. lanatus,,,Phonus lanatus (L.) Hill,Phonus lanatus (L.) Hill,,Phonus
398354,Vernonia bolleana Sch.Bip.,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Vernonia bolleana Sch.Bip.,Vernonia bolleana Sch.Bip.,Bolanosa,Vernonia
401237,Vernonia andohii C.D.Adams,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum (DC.) H.Rob.,Brenandendron donianum (DC.) H.Rob.,Vernonia andohii C.D.Adams,Vernonia andohii C.D.Adams,Brenandendron,Vernonia
409694,Cacalia syneilesis (Franch. & Sav.) Matsum.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Syneilesis palmata (Lam.) Maxim.,Syneilesis palmata (Lam.) Maxim.,Japonicalia,Syneilesis
409703,Senecio syneilesis Franch. & Sav.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Syneilesis palmata (Lam.) Maxim.,Syneilesis palmata (Lam.) Maxim.,Japonicalia,Syneilesis
412464,Werneria lehmannii Klatt,Werneria glandulosa Wedd.,Werneria glandulosa Wedd.,Rockhausenia glandulosa (Wedd.) D.J.N.Hind,Rockhausenia glandulosa (Wedd.) D.J.N.Hind,Hypochaeris sessiliflora Kunth,Hypochaeris sessiliflora Kunth,Rockhausenia,Hypochaeris
