,taxon_name_w_authors,v10_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
count,4179,4179,4179,4179,4174,4179,4179
unique,4179,1953,1953,1945,1923,2197,2149
top,Cleome nummularia DC.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca sativa Mill.,Eruca sativa Mill.
freq,1,62,62,62,62,46,46
