,taxon_name_w_authors,v10_accepted_name_w_author,v15_taxon_name_w_authors,v15_chained_accepted_name_w_author,v15_chained_accepted_species,v15_direct_accepted_name_w_author,v15_direct_accepted_species,v15_chained_accepted_genus,v15_direct_accepted_genus
count,833,833,833,833,487,833,489,833,833
unique,833,447,447,446,271,507,278,413,454
top,Austrocylindropuntia colubrina (A.Cast.) Backeb.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
freq,1,22,22,22,22,21,21,22,23
