,taxon_name_w_authors,v10_accepted_name_w_author,v11_taxon_name_w_authors,v11_chained_accepted_name_w_author,v11_chained_accepted_species_w_author,v11_direct_accepted_name_w_author,v11_direct_accepted_species_w_author
count,3318,3318,3318,3306,3252,3318,3267
unique,3318,1331,1331,1326,1257,1466,1322
top,Andreettaea Luer,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare L.,Hordeum vulgare subsp. vulgare,Hordeum vulgare L.
freq,1,160,160,160,160,160,160
