,taxon_name_w_authors,v10_accepted_name_w_author,v11_taxon_name_w_authors,v11_chained_accepted_name_w_author,v11_chained_accepted_species_w_author,v11_direct_accepted_name_w_author,v11_direct_accepted_species_w_author
9069,Attalea phalerata var. concinna L.R.Moreno & O.I.Moreno,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea cephalotus Poepp. ex Mart.,Attalea cephalotus Poepp. ex Mart.
9075,Scheelea leandroana Barb.Rodr.,Attalea princeps Mart.,Attalea princeps Mart.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer
9508,Baissea laxiflora Stapf,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea laxiflora Stapf,Baissea laxiflora Stapf
9509,Baissea thollonii Hua,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea laxiflora Stapf,Baissea laxiflora Stapf
13562,Phyllotaenium André,Caladium Vent.,Caladium Vent.,Caladium Vent.,,Phyllotaenium André,
14706,Callitriche palustris var. bifida L.,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica L.,Callitriche palustris subsp. palustris,Callitriche palustris L.
14731,Callitriche capricorni R.Mason,Callitriche sonderi Hegelm.,Callitriche sonderi Hegelm.,Callitriche sonderi Hegelm.,Callitriche sonderi Hegelm.,Callitriche capricorni R.Mason,Callitriche capricorni R.Mason
20026,Coprosma acerosa var. brunnea Kirk,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma brunnea (Kirk) Cockayne,Coprosma brunnea (Kirk) Cockayne
22237,Galium luteocruciatum St.-Lag.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22306,Croton pycnocephalus var. chamaepitys (Baill.) Müll.Arg.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton chamaepitys Baill.,Croton chamaepitys Baill.
22318,Croton chamaepitys Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton pycnocephalus Baill.,Croton chamaepitys Baill.,Croton chamaepitys Baill.
22617,Valantia hirsuta Gilib.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22619,Galium chersonense var. hispanicum Debeaux,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22620,Galium glabrifolium Rochel,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22621,Cruciata hirsuta Fourr.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22622,Galium cruciata var. hirsutissimum F.Gérard ex Rouy,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22623,Galium cruciata var. varians Merino,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22625,Galium cruciata var. laxa Velen.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22626,Valantia crucialis Bubani,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22627,Galium cruciata var. mucronata Peterm.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22628,Cruciata ciliata f. glabrifolia (Rochel) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22630,Galium ciliatum f. laevicaulis Rohlena,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22631,Galium ciliatum var. nana Dalla Torre & Sarnth.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22632,Cruciata ciliata f. laevicaulis (Rohlena) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22633,"Galium valantia G.Gaertn., B.Mey. & Scherb.",Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22634,Valantia ciliata Opiz ex J.Presl & C.Presl,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22635,Cruciata ciliata var. nana (Dalla Torre & Sarnth.) Soó,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
22636,Galium cruciata var. brutium N.Terracc.,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes Opiz,Cruciata laevipes subsp. laevipes,Cruciata laevipes Opiz
23793,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz
23794,× Orchigymnadenia vollmannii M.Schulze,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz
23796,× Dactylogymnadenia vollmannii (M.Schulze) Soó,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia lebrunii (E.G.Camus) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz,× Dactylodenia vollmannii (M.Schulze) Peitz
24892,Callista dicupha (F.Muell.) Kuntze,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum F.Muell.
24897,Dendrobium dicuphum var. grandiflorum Rupp & T.E.Hunt,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum F.Muell.
24898,Vappodes dicupha (F.Muell.) M.A.Clem. & D.L.Jones,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum F.Muell.
24902,Dendrobium dicuphum F.Muell.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium affine (Decne.) Steud.,Dendrobium dicuphum F.Muell.,Dendrobium dicuphum F.Muell.
25112,Dendrobium lubbersianum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium cariniferum Rchb.f.,Dendrobium williamsonii Day & Rchb.f.,Dendrobium williamsonii Day & Rchb.f.
25199,Dendrobium theionochilum Schltr.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum (Blume) Lindl.,Dendrobium comatum (Blume) Lindl.,Dendrobium primulinum Lindl.,Dendrobium primulinum Lindl.
25645,Dendrobium ramosissimum Wight,Dendrobium herbaceum Lindl.,Dendrobium herbaceum Lindl.,Dendrobium herbaceum Lindl.,Dendrobium herbaceum Lindl.,Dendrobium herbaceum subsp. herbaceum,Dendrobium herbaceum Lindl.
27862,Dolicholobium aneityense Guillaumin,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium A.Gray,Dolicholobium oblongifolium A.Gray,Dolicholobium aneityense Guillaumin,Dolicholobium aneityense Guillaumin
30572,"Epipactis neglecta var. collina Kreutz, L.Lewis & G.Giles",Epipactis × stephensonii Godfery,Epipactis × stephensonii Godfery,Epipactis × stephensonii Godfery,Epipactis × stephensonii Godfery,Epipactis leptochila subsp. leptochila,Epipactis leptochila (Godfery) Godfery
30926,Eucalyptus camaldulensis var. subcinerea Blakely,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis subsp. arida Brooker & M.W.McDonald,Eucalyptus camaldulensis Dehnh.
30927,Eucalyptus acuminata Hook.,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis subsp. camaldulensis,Eucalyptus camaldulensis Dehnh.,Eucalyptus camaldulensis subsp. acuta Brooker & M.W.McDonald,Eucalyptus camaldulensis Dehnh.
30943,Eucalyptus coolabah var. rhodoclada Blakely,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus coolabah Blakely & Jacobs,Eucalyptus victrix L.A.S.Johnson & K.D.Hill,Eucalyptus victrix L.A.S.Johnson & K.D.Hill
31036,Eucalyptus phaeotricha Blakely & McKie,Eucalyptus nigra R.T.Baker,Eucalyptus nigra R.T.Baker,Eucalyptus eugenioides Sieber ex Spreng.,Eucalyptus eugenioides Sieber ex Spreng.,Eucalyptus tindaliae Blakely,Eucalyptus tindaliae Blakely
31090,Eucalyptus uncinata var. major Benth.,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula Cambage & Blakely,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula Cambage & Blakely
31117,Eucalyptus ralla L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus tenella L.A.S.Johnson & K.D.Hill,Eucalyptus sparsifolia Blakely,Eucalyptus sparsifolia Blakely
31127,Eucalyptus viminalis var. huberiana (Naudin) N.T.Burb.,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis Labill.,Eucalyptus viminalis subsp. cygnetensis Boomsma,Eucalyptus viminalis Labill.
31128,Eucalyptus huberiana Naudin,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis subsp. viminalis,Eucalyptus viminalis Labill.,Eucalyptus viminalis subsp. cygnetensis Boomsma,Eucalyptus viminalis Labill.
33760,Euphorbia pycnophylla (K.U.Kramer & Westra) C.Brullo & Brullo,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua L.,Euphorbia sommieriana C.Brullo & Brullo,Euphorbia sommieriana C.Brullo & Brullo
33766,Euphorbia exigua var. pycnophylla K.U.Kramer & Westra,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua subsp. exigua,Euphorbia exigua L.,Euphorbia sommieriana C.Brullo & Brullo,Euphorbia sommieriana C.Brullo & Brullo
34599,Galarhoeus subtilis Prokh.,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis (Prokh.) Prokh.
34601,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia microcarpa (Prokh.) Krylov,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis (Prokh.) Prokh.
35227,Chamaesyce glaucescens (Willd.) V.S.Raju,Euphorbia rosea Retz.,Euphorbia rosea Retz.,Euphorbia rosea Retz.,Euphorbia rosea Retz.,Euphorbia glaucescens Willd.,Euphorbia glaucescens Willd.
35328,Euphorbia segetalis var. montserratensis Marcet,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis var. segetalis,Euphorbia segetalis L.
35334,Euphorbia segetalis f. robusta Sennen,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis var. segetalis,Euphorbia segetalis L.
35335,Euphorbia segetalis var. tetraceras (Lange) Merino,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis var. segetalis,Euphorbia segetalis L.
35336,Euphorbia segetalis var. truncata Willk.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis L.,Euphorbia segetalis var. segetalis,Euphorbia segetalis L.
35522,Euphorbia uncinata DC.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35524,Euphorbia scolopendrea Haw.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35525,Euphorbia radiata Thunb.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35526,Euphorbia procumbens Meerb.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35527,Euphorbia gilbertii A.Berger,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35528,Euphorbia lombardensis Nel,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
35529,Euphorbia mamillosa Lem.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata Willd.,Euphorbia stellata subsp. stellata,Euphorbia stellata Willd.
39087,Nigritella minor W.Foelsche & Zernig,Gymnadenia miniata (Crantz) Hayek,Gymnadenia miniata (Crantz) Hayek,Gymnadenia miniata (Crantz) Hayek,Gymnadenia miniata (Crantz) Hayek,"Gymnadenia minor (W.Foelsche & Zernig) W.Foelsche, Zernig & O.Gerbaud","Gymnadenia minor (W.Foelsche & Zernig) W.Foelsche, Zernig & O.Gerbaud"
41491,Houstonia longifolia var. compacta Terrell,Houstonia longifolia var. longifolia,Houstonia longifolia var. longifolia,Houstonia longifolia var. longifolia,Houstonia longifolia Gaertn.,Houstonia longifolia var. compacta Terrell,Houstonia longifolia Gaertn.
43987,Carpodinus parviflora Stapf,Landolphia dulcis var. barteri (Stapf) Pichon,Landolphia dulcis var. barteri (Stapf) Pichon,Landolphia dulcis var. barteri (Stapf) Pichon,Landolphia dulcis (Sabine ex G.Don) Pichon,Landolphia tenuifolia (Pierre ex Stapf) Pichon,Landolphia tenuifolia (Pierre ex Stapf) Pichon
43994,Carpodinus tenuifolia Pierre ex Stapf,Landolphia dulcis var. dulcis,Landolphia dulcis var. dulcis,Landolphia dulcis var. dulcis,Landolphia dulcis (Sabine ex G.Don) Pichon,Landolphia tenuifolia (Pierre ex Stapf) Pichon,Landolphia tenuifolia (Pierre ex Stapf) Pichon
45382,Leptospermum erubescens var. strictum Benth.,Leptospermum erubescens Schauer,Leptospermum erubescens Schauer,Leptospermum erubescens Schauer,Leptospermum erubescens Schauer,Leptospermum incanum Turcz.,Leptospermum incanum Turcz.
47356,Cromapanax lobatus Grierson,Macropanax dispermus (Blume) Kuntze,Macropanax dispermus (Blume) Kuntze,Macropanax dispermus (Blume) Kuntze,Macropanax dispermus (Blume) Kuntze,Macropanax undulatus (Wall. ex G.Don) Seem.,Macropanax undulatus (Wall. ex G.Don) Seem.
56178,Dipladenia tetradenia Rusby,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Odontadenia lutea (Vell.) Markgr.,Mandevilla alexicaca (Mart. ex Stadelm.) J.F.Morales & A.Fuentes,Mandevilla alexicaca (Mart. ex Stadelm.) J.F.Morales & A.Fuentes
57056,Ophrys fusca var. forestieri Rchb.f.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca Link,Ophrys fusca subsp. fusca,Ophrys fusca Link
57057,Ophrys fusca f. forestieri (Rchb.f.) Soó,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca Link,Ophrys fusca subsp. fusca,Ophrys fusca Link
57062,Ophrys fusca subsp. forestieri (Rchb.f.) Kreutz,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca subsp. iricolor (Desf.) K.Richt.,Ophrys fusca Link,Ophrys fusca subsp. fusca,Ophrys fusca Link
57147,Ophrys aranifera var. pseudospeculum (DC.) Coss.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
57153,Ophrys aranifera subsp. pseudospeculum (DC.) Corb.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
57157,Ophrys aranifera var. flavescens St.-Lag.,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
57163,Ophrys lutea subsp. pseudospeculum (DC.) Kerguélen,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea subsp. lutea,Ophrys lutea Cav.,Ophrys × pseudospeculum DC.,Ophrys × pseudospeculum DC.
57265,Ophrys oestrifera subsp. akcakarae Kreutz,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax Cav.,Ophrys scolopax subsp. isaura (Renz & Taubenheim) H.A.Pedersen & P.J.Cribb,Ophrys scolopax Cav.
57267,Ophrys akcakarae (Kreutz) Kreutz,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax Cav.,Ophrys scolopax subsp. isaura (Renz & Taubenheim) H.A.Pedersen & P.J.Cribb,Ophrys scolopax Cav.
57270,Ophrys aramaeorum f. akcakarae (Kreutz) P.Delforge,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax subsp. cornuta (Steven) E.G.Camus,Ophrys scolopax Cav.,Ophrys scolopax subsp. isaura (Renz & Taubenheim) H.A.Pedersen & P.J.Cribb,Ophrys scolopax Cav.
57857,Clitandra longituba Wernham,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia indeniensis (A.Chev.) H.Huber,Orthopichonia visciflua (K.Schum. ex Hallier f.) Vonk,Orthopichonia visciflua (K.Schum. ex Hallier f.) Vonk
59711,Biermannia aurantiaca (J.J.Sm.) R.Rice,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium aurantiacum J.J.Sm.,Pennilabium angraecum (Ridl.) J.J.Sm.,Pennilabium angraecum (Ridl.) J.J.Sm.
60083,Phalaenopsis violacea var. schroederiana Rchb.f.,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × gersenii (Teijsm. & Binn.) Rolfe,Phalaenopsis × singuliflora J.J.Sm.,Phalaenopsis × singuliflora J.J.Sm.
60724,Phyllanthodendron Hemsl.,Phyllanthus L.,Phyllanthus L.,Phyllanthus L.,,Glochidion J.R.Forst. & G.Forst.,
62494,Habenaria ciliaris var. alba (Michx.) Morong,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera ciliaris (L.) Lindl.,Platanthera blephariglottis var. blephariglottis,Platanthera blephariglottis (Willd.) Lindl.
