,Region,Species that may be incorrectly resolved to,Accepted Species,expected_diversity,Species that may be incorrectly resolved to_residuals,highlight_high,highlight_low
296,SSA,1,2,4.442893022685252,-3.4428930226852517,False,False
125,HBI,1,12,4.993276970401693,-3.993276970401693,False,False
81,CRZ,1,22,5.543493462086436,-4.543493462086436,False,False
286,SGE,1,23,5.598505827600084,-4.598505827600084,False,False
191,MPE,1,24,5.653516497638333,-4.653516497638333,False,False
147,KEG,2,32,6.093540617800673,-4.093540617800673,False,False
19,ASP,2,33,6.148535952764404,-4.148535952764404,False,False
17,ASC,4,37,6.368500155462932,-2.3685001554629324,False,False
174,MAQ,1,42,6.643416736022614,-5.643416736022614,False,False
168,LIN,2,50,7.083193453625325,-5.083193453625325,False,False
326,TUV,2,53,7.248081100631095,-5.248081100631095,False,False
52,CGS,4,54,7.3030401693879545,-3.3030401693879545,False,False
226,NRU,5,57,7.467906917559683,-2.4679069175596826,False,False
318,TOK,7,70,8.182147542529632,-1.1821475425296324,False,False
177,MCI,7,71,8.23707683722247,-1.2370768372224692,False,False
63,CKI,5,76,8.511696863320998,-3.5116968633209975,False,False
297,STH,6,87,9.11570522168158,-3.11570522168158,False,False
114,GIL,8,96,9.609733850766897,-1.6097338507668972,False,False
283,SEL,9,98,9.719498348819618,-0.7194983488196183,False,False
312,TDC,8,99,9.774377913381905,-1.7743779133819046,False,False
256,PIT,5,119,10.871591833194405,-5.871591833194405,False,False
194,MRS,8,125,11.200615170535485,-3.2006151705354853,False,False
149,KER,5,128,11.365102343253538,-6.365102343253538,False,False
321,TUA,8,152,12.680409132289663,-4.680409132289663,False,False
180,MDV,17,154,12.789970458265467,4.210029541734533,False,False
159,KZN,22,181,14.268327084898758,7.731672915101242,False,False
100,FAL,6,183,14.377781337110838,-8.377781337110838,False,False
165,LDV,21,184,14.432505677097799,6.567494322902201,False,False
28,BER,19,197,15.143752669184021,3.856247330815979,False,False
7,ALD,11,198,15.198450913621803,-4.198450913621803,False,False
302,SVA,18,200,15.307841790401154,2.692158209598846,False,False
265,ROD,15,206,15.635969460781759,-0.6359694607817588,False,False
280,SCS,21,210,15.854683702631247,5.145316297368753,False,False
77,CPI,13,210,15.854683702631247,-2.854683702631247,False,False
21,ATP,11,212,15.964029540497194,-4.964029540497194,False,False
353,XMS,13,215,16.128034173112766,-3.1280341731127663,False,False
230,NUE,17,216,16.182698614101987,0.8173013858980127,False,False
143,JNF,9,263,18.74978550244666,-9.74978550244666,False,False
303,SWC,19,264,18.804358480731267,0.19564151926873308,False,False
202,MXI,10,280,19.677263823276377,-9.677263823276377,False,False
16,ARU,23,287,20.059004226535787,2.9409957734642127,False,False
74,COO,17,296,20.549673634575534,-3.5496736345755338,False,False
281,SCZ,14,303,20.931196523959336,-6.931196523959336,False,False
342,WAL,24,303,20.931196523959336,3.0688034760406637,False,False
242,OGA,32,350,23.490371069852053,8.509628930147947,False,False
158,KUW,24,360,24.03431695393362,-0.03431695393361878,False,False
218,NFK,18,361,24.088700699675403,-6.088700699675403,False,False
83,CTM,15,364,24.251840093790445,-9.251840093790445,False,False
193,MRQ,16,367,24.41496171458717,-8.414961714587172,False,False
104,FOR,64,368,24.469331637084906,39.530668362915094,False,False
10,ALU,25,370,24.578065553486585,0.42193444651341494,False,False
322,TUB,17,375,24.849865729284193,-7.849865729284193,False,False
349,WSA,21,391,25.719293165424236,-4.7192931654242365,False,False
310,TCI,26,405,26.47962438600423,-0.47962438600422885,False,False
285,SEY,26,415,27.022478573160882,-1.0224785731608819,False,False
192,MRN,28,472,30.11291238099798,-2.1129123809979795,False,False
223,NLA,30,483,30.7085566159432,-0.7085566159431984,False,False
319,TON,31,521,32.76434431859639,-1.7643443185963932,False,False
116,GNL,49,529,33.196766623238325,15.803233376761675,False,False
85,CVI,42,537,33.629058111271604,8.370941888728396,False,False
50,CAY,39,556,34.655224582070225,4.344775417929775,False,False
23,AZO,60,559,34.817183020135246,25.182816979864754,False,False
108,GAL,30,593,36.65140869294815,-6.651408692948152,False,False
79,CPV,10,605,37.298205922801756,-27.298205922801756,False,False
279,SCI,32,624,38.32168061123612,-6.321680611236118,False,False
231,NUN,41,625,38.37552655522378,2.6244734447762212,False,False
252,PEI,68,709,42.890987384747135,25.109012615252865,False,False
160,LAB,52,730,44.01749320918409,7.982506790815911,False,False
119,GST,47,732,44.124729946044056,2.875270053955944,False,False
90,DJI,28,777,46.535263688527614,-18.535263688527614,False,False
128,ICE,78,789,47.17732691446375,30.822673085536252,False,False
109,GAM,33,799,47.71213855205842,-14.71213855205842,False,False
291,SOC,27,806,48.08637598817973,-21.086375988179732,False,False
179,MDR,67,817,48.67424555494021,18.325754445059793,False,False
340,VNA,47,827,49.20844130441478,-2.2084413044147766,False,False
274,SAM,45,860,50.96972324684861,-5.969723246848609,False,False
47,CAB,13,945,55.495328635568136,-42.495328635568136,False,False
263,REU,65,999,58.362321741947866,6.637678258052134,False,False
176,MAU,56,1005,58.68050341732434,-2.6805034173243385,False,False
219,NFL,75,1011,58.998612659005,16.001387340995002,False,False
198,MTN,45,1012,59.05162387149182,-14.05162387149182,False,False
80,CRL,50,1037,60.37626644264041,-10.376266442640407,False,False
237,NWT,70,1060,61.593889655111006,8.406110344888994,False,False
221,NGR,33,1078,62.5461492485281,-29.546149248528103,False,False
24,BAH,61,1086,62.96919799899041,-1.9691979989904098,False,False
345,WDC,77,1099,63.656430367479146,13.343569632520854,False,False
72,COM,54,1108,64.13205293164891,-10.132052931648914,False,False
227,NSC,94,1121,64.81885428035997,29.18114571964003,False,False
357,YUK,73,1133,65.45261997148936,7.547380028510645,False,False
157,KUR,87,1137,65.66383423150987,21.336165768490133,False,False
213,NDA,85,1142,65.92782467539382,19.072175324606178,False,False
209,NBR,101,1152,66.4557185523773,34.544281447622694,False,False
144,KAM,95,1162,66.9835039214003,28.0164960785997,False,False
211,NCB,66,1235,70.83396483504747,-4.8339648350474675,False,False
289,SIN,67,1249,71.57216338008755,-4.572163380087545,False,False
273,SAK,96,1257,71.99399534755288,24.006004652447118,False,False
171,MAG,88,1261,72.20491604068543,15.795083959314567,False,False
276,SAS,89,1313,74.94774606394857,14.052253936051429,False,False
245,OMA,64,1315,75.05329271523549,-11.053292715235486,False,False
124,HAW,21,1326,75.63390446452638,-54.63390446452638,False,False
264,RHO,104,1348,76.79577008399347,27.204229916006526,False,False
335,VAN,64,1352,77.00712787097146,-13.007127870971459,False,False
173,MAN,94,1380,78.48780573971997,15.512194260280026,False,False
67,CLS,37,1388,78.91128979675523,-41.91128979675523,False,False
18,ASK,82,1418,80.50143098831113,1.498569011688872,False,False
115,GNB,47,1421,80.6606438408451,-33.6606438408451,False,False
134,IRE,187,1444,81.8826042846933,105.1173957153067,False,False
11,AMU,112,1445,81.93578815675278,30.06421184324722,False,False
282,SDA,103,1460,82.73411103203668,20.26588896796332,False,False
32,BLR,214,1479,83.7468094651474,130.2531905348526,False,False
214,NEB,99,1483,83.96020825033001,15.039791749669988,False,False
239,NZN,31,1493,84.49397459163598,-53.493974591635975,False,False
25,BAL,144,1497,84.70757811256927,59.292421887430734,False,False
82,CTA,130,1533,86.631280904287,43.368719095713004,False,False
271,RUW,202,1536,86.79156954798599,115.20843045201401,False,False
234,NWH,117,1563,88.23207184119167,28.76792815880833,False,False
88,DEL,111,1590,89.66427192007984,21.33572807992016,False,False
97,EQG,32,1606,90.50587427579589,-58.50587427579589,False,False
94,EGY,89,1607,90.55824492462816,-1.5582449246281556,False,False
133,IOW,105,1609,90.66289734427252,14.337102655727477,False,False
167,LES,37,1643,92.31528749595506,-55.31528749595506,False,False
86,CYP,117,1654,92.81158192121119,24.188418078788814,False,False
0,ABT,100,1673,93.6013106623385,6.398689337661494,False,False
172,MAI,122,1673,93.6013106623385,28.398689337661494,False,False
337,VER,124,1689,94.2133704045569,29.786629595443102,False,False
70,CNY,93,1694,94.40314518599976,-1.4031451859997617,False,False
101,FIJ,56,1715,95.25191644204249,-39.251916442042486,False,False
327,TVA,128,1718,95.36370571296953,32.636294287030466,False,False
30,BIS,57,1720,95.43808716893014,-38.43808716893014,False,False
135,IRK,146,1737,96.0714472669487,49.928552733051305,False,False
