,Region,Species that may be incorrectly resolved to,Accepted Species,expected_diversity,Species that may be incorrectly resolved to_residuals,highlight_high,highlight_low
145,KAN,105,1747,96.43642560424787,8.563574395752127,False,False
69,CNT,126,1754,96.69007863484399,29.309921365156015,False,False
66,CLN,63,1761,96.94222707822912,-33.94222707822912,False,False
89,DEN,195,1812,98.8472854386743,96.1527145613257,False,False
351,WVA,117,1821,99.16130778648206,17.838692213517945,False,False
164,LBY,125,1821,99.16130778648206,25.838692213517945,False,False
309,TAS,48,1829,99.43903658929823,-51.439036589298226,False,False
12,AND,97,1838,99.74250402554894,-2.7425040255489392,False,False
224,NNS,108,1839,99.77607092673071,8.22392907326929,False,False
98,ERI,69,1842,99.89431360845809,-30.89431360845809,False,False
31,BKN,48,1844,99.96117476988574,-51.961174769885744,False,False
183,MLI,48,1859,100.57023083010841,-52.570230830108414,False,False
354,YAK,145,1873,101.04589229721343,43.95410770278657,False,False
151,KHA,127,1876,101.1781475449809,25.821852455019098,False,False
182,MIN,118,1876,101.1781475449809,16.821852455019098,False,False
175,MAS,129,1882,101.39526396554321,27.604736034456792,False,False
269,RUN,188,1907,102.24305352188271,85.75694647811729,False,False
39,BRY,148,1926,102.83983135285563,45.160168647144374,False,False
33,BLT,223,1928,102.92443732760916,120.07556267239084,False,False
348,WIS,124,1929,102.96667018416737,21.03332981583263,False,False
216,NET,236,1939,103.3522146204221,132.6477853795779,False,False
240,NZS,35,1940,103.38255294641532,-68.38255294641532,False,False
112,GGI,66,1954,103.8035786445693,-37.8035786445693,False,False
154,KRI,160,1968,104.2521943777531,55.7478056222469,False,False
262,QUE,136,1977,104.53206309743783,31.467936902562172,False,False
29,BGM,269,2010,105.48166090754859,163.5183390924514,True,False
317,TOG,49,2028,106.11535978533126,-57.115359785331265,False,False
235,NWJ,134,2034,106.27804601743354,27.72195398256646,False,False
243,OHI,127,2035,106.30503788589644,20.69496211410356,False,False
347,WIN,98,2037,106.3589179084449,-8.358917908444894,False,False
181,MIC,136,2039,106.41266062827228,29.587339371727722,False,False
132,INI,130,2043,106.51973900437,23.480260995630005,False,False
277,SAU,108,2070,107.39391163457368,0.6060883654263165,False,False
355,YEM,91,2073,107.47123795472505,-16.471237954725055,False,False
166,LEE,102,2090,107.9827510777781,-5.982751077778104,False,False
3,AGS,54,2093,108.0581766222223,-54.058176622222305,False,False
275,SAR,220,2093,108.0581766222223,111.9418233777777,False,False
284,SEN,58,2109,108.47248883984719,-50.47248883984719,False,False
92,EAI,156,2119,108.75030246522563,47.24969753477437,False,False
259,PRM,131,2122,108.82297713982253,22.177022860177473,False,False
267,RUC,245,2131,109.03922452696372,135.96077547303628,False,False
156,KTY,124,2143,109.34570776071052,14.654292239289475,False,False
53,CHA,63,2145,109.39261188139834,-46.39261188139834,False,False
197,MSO,127,2169,109.94560212740842,17.05439787259158,False,False
270,RUS,211,2177,110.12610405280668,100.87389594719332,False,False
153,KRA,168,2203,110.71194079777077,57.288059202229235,False,False
75,COR,243,2210,110.86378320166897,132.13621679833102,False,False
253,PEN,148,2224,111.18035289436993,36.81964710563007,False,False
59,CHQ,72,2224,111.18035289436993,-39.18035289436993,False,False
323,TUE,233,2227,111.244098621756,121.755901378244,False,False
15,ARK,124,2230,111.30765223943175,12.692347760568254,False,False
195,MRY,136,2235,111.41315888806109,24.58684111193891,False,False
246,ONT,146,2239,111.49720044699761,34.50279955300239,False,False
186,MNT,120,2257,111.87693091138553,8.123069088614471,False,False
155,KRY,230,2271,112.16433667875363,117.83566332124637,False,False
292,SOL,74,2313,113.24083033090318,-39.24083033090318,False,False
352,WYO,113,2316,113.29946043153693,-0.2994604315369287,False,False
27,BEN,60,2323,113.43590932865663,-53.435909328656635,False,False
130,ILL,141,2333,113.63003740272266,27.369962597277336,False,False
196,MSI,121,2340,113.76541980202775,7.2345801979722495,False,False
244,OKL,128,2341,113.78472860623818,14.215271393761824,False,False
38,BRC,111,2359,114.13108984366598,-3.1310898436659755,False,False
169,LOU,118,2367,114.28439096873079,3.71560903126921,False,False
260,PUE,108,2400,114.9837935076991,-6.9837935076991045,False,False
324,TUN,183,2411,115.20703425674215,67.79296574325785,False,False
350,WSB,195,2438,115.72455934205436,79.27544065794564,False,False
129,IDA,105,2449,115.93019345244333,-10.930193452443334,False,False
238,NWY,162,2450,115.94888308779393,46.05111691220607,False,False
57,CHM,153,2489,116.70710658416266,36.29289341583734,False,False
313,TEN,132,2498,116.87482112490595,15.12517887509405,False,False
37,BOT,52,2500,116.91212277679851,-64.91212277679851,False,False
343,WAS,111,2512,117.1362215183795,-6.1362215183795,False,False
268,RUE,245,2551,117.9909226349252,127.0090773650748,False,False
287,SIC,254,2559,118.155819969052,135.844180030948,False,False
127,HUN,298,2562,118.21071693304253,179.78928306695747,True,False
320,TRT,115,2569,118.33891118037613,-3.3389111803761296,False,False
332,URU,107,2599,118.9112196563374,-11.911219656337394,False,False
241,OFS,57,2606,119.0410094442379,-62.0410094442379,False,False
272,RWA,67,2632,119.51311459333917,-52.51311459333917,False,False
306,SWZ,68,2632,119.51311459333917,-51.51311459333917,False,False
9,ALT,184,2654,119.91587892020009,64.08412107979991,False,False
341,VRG,149,2666,120.13120750135474,28.868792498645263,False,False
288,SIE,59,2684,120.45309503082929,-61.45309503082929,False,False
316,TKM,127,2688,120.52446774013285,6.475532259867151,False,False
278,SCA,145,2700,120.73829049555265,24.261709504447353,False,False
258,POR,281,2724,121.16485797774223,159.83514202225777,True,False
162,LBR,63,2732,121.31142261920891,-58.31142261920891,False,False
102,FIN,190,2791,122.36224459551602,67.63775540448398,False,False
56,CHI,149,2793,122.39720109740634,26.602798902593662,False,False
71,COL,122,2810,122.69329292405834,-0.6932929240583405,False,False
249,PAL,153,2816,122.79728852724139,30.202711472758608,False,False
41,BUR,68,2832,123.07311434821287,-55.07311434821287,False,False
217,NEV,111,2879,123.89562135265487,-12.89562135265487,False,False
257,POL,306,2962,125.36846501059644,180.63153498940358,True,False
117,GRB,244,2987,125.78194609222577,118.21805390777423,False,False
210,NCA,158,2997,125.94368814367627,32.05631185632373,False,False
333,UTA,128,3011,126.15908430460453,1.8409156953954664,False,False
188,MON,164,3031,126.46593989372023,37.53406010627977,False,False
64,CLC,83,3037,126.55652416184894,-43.55652416184894,False,False
140,JAM,119,3087,127.33748062083758,-8.337480620837582,False,False
110,GEO,150,3106,127.61561235796825,22.384387642031754,False,False
170,LSI,146,3108,127.64478501792853,18.355214982071473,False,False
5,ALA,151,3121,127.84138644249313,23.158613557506868,False,False
137,IRQ,166,3123,127.87331860329019,38.12668139670981,False,False
293,SOM,63,3168,128.52907182430684,-65.52907182430684,False,False
113,GHA,78,3177,128.65967220311887,-50.65967220311887,False,False
225,NOR,204,3195,128.92183746458892,75.07816253541108,False,False
103,FLA,150,3196,128.9364475258178,21.06355247418219,False,False
290,SOA,44,3231,129.4515344694569,-85.4515344694569,False,False
152,KOR,179,3266,129.9879585027069,49.0120414972931,False,False
247,ORE,123,3286,130.2863157489722,-7.286315748972214,False,False
331,UKR,329,3295,130.42063987609146,198.57936012390854,True,False
187,MOL,112,3373,131.60504984564406,-19.60504984564406,False,False
232,NWC,54,3374,131.62059400830762,-77.62059400830762,False,False
338,VIC,60,3392,131.90208334897628,-71.90208334897628,False,False
305,SWI,367,3427,132.44695127585985,234.55304872414015,True,False
62,CHX,143,3492,133.46897857598648,9.531021424013517,False,False
236,NWM,141,3500,133.59975450554367,7.400245494456328,False,False
6,ALB,362,3509,133.74723223299492,228.25276776700508,True,False
121,GUI,79,3572,134.76946580312026,-55.769465803120255,False,False
266,ROM,354,3590,135.06421137757806,218.93578862242194,True,False
96,ELS,140,3625,135.61297238690386,4.387027613096137,False,False
8,ALG,252,3632,135.71940330396325,116.28059669603675,False,False
55,CHH,154,3635,135.7680992446953,18.231900755304707,False,False
34,BLZ,139,3640,135.84913424890937,3.1508657510906346,False,False
14,ARI,134,3667,136.25689363414344,-2.256893634143438,False,False
87,CZE,354,3675,136.37561678957945,217.62438321042055,True,False
48,CAF,80,3688,136.56956717888693,-56.56956717888693,False,False
123,HAI,131,3726,137.1798932012788,-6.179893201278787,False,False
295,SRL,171,3753,137.60669758827385,33.393302411726154,False,False
139,IVO,79,3791,138.180245054966,-59.18024505496601,False,False
207,NAM,66,3821,138.64188146065442,-72.64188146065442,False,False
304,SWE,243,3890,139.68575386155942,103.31424613844058,False,False
22,AUT,366,3902,139.86531635530096,226.13468364469904,True,False
150,KGZ,141,3933,140.32774306160758,0.6722569383924224,False,False
51,CBD,164,3943,140.47667280571503,23.523327194284974,False,False
334,UZB,138,3963,140.77445532327502,-2.7744553232750206,False,False
91,DOM,132,3981,141.04256099483143,-9.042560994831433,False,False
73,CON,72,3996,141.26617791469408,-69.26617791469408,False,False
298,SUD,109,4013,141.51992457004604,-32.519924570046044,False,False
40,BUL,368,4024,141.68433074322567,226.31566925677433,True,False
163,LBS,224,4069,142.35332906222652,81.64667093777348,False,False
212,NCS,285,4161,143.72827266183856,141.27172733816144,False,False
229,NTA,66,4163,143.75844256247805,-77.75844256247805,False,False
189,MOR,274,4227,144.72394693363472,129.27605306636528,False,False
26,BAN,191,4276,145.4628111095491,45.53718889045089,False,False
329,TZK,146,4347,146.5267527969143,-0.5267527969143089,False,False
111,GER,383,4502,148.85582991421137,234.14417008578863,True,False
301,SUR,159,4515,149.05075778314188,9.949242216858124,False,False
1,AFG,166,4538,149.39358653111367,16.60641346888633,False,False
248,PAK,207,4634,150.83989949691082,56.16010050308918,False,False
299,SUL,148,4731,152.3197795203322,-4.31977952033219,False,False
184,MLW,93,4738,152.42899071646056,-59.42899071646056,False,False
330,UGA,116,4759,152.7538692958727,-36.753869295872704,False,False
220,NGA,98,4796,153.33588920636552,-55.33588920636552,False,False
314,TEX,186,4839,154.0346045529986,31.965395447001413,False,False
307,TAI,219,4914,155.28598930068938,63.71401069931062,False,False
107,GAB,80,5088,158.29601198734946,-78.29601198734946,False,False
208,NAT,95,5131,159.0967283429716,-64.0967283429716,False,False
106,FRG,166,5162,159.6811778744528,6.3188221255472,False,False
99,ETH,128,5207,160.5383956925849,-32.53839569258491,False,False
360,ZIM,102,5309,162.48675579118,-60.48675579118,False,False
251,PAR,169,5360,163.48064357055304,5.519356429446958,False,False
146,KAZ,231,5368,163.62513029537166,67.37486970462834,False,False
161,LAO,204,5378,163.8206608554025,40.17933914459749,False,False
118,GRC,365,5382,163.8989047747666,201.1010952252334,True,False
328,TVL,98,5400,164.2511710364656,-66.25117103646559,False,False
2,AGE,168,5401,164.27074760772499,3.729252392275015,False,False
4,AGW,148,5411,164.46653620412098,-16.466536204120985,False,False
142,JAW,203,5426,164.754672714833,38.24532728516701,False,False
190,MOZ,111,5501,166.21983586268053,-55.219835862680526,False,False
141,JAP,228,5528,166.7175313129196,61.28246868708041,False,False
356,YUG,450,5545,167.01489836604682,282.98510163395315,True,False
58,CHN,218,5627,168.59474191919105,49.40525808080895,False,False
311,TCS,316,5646,168.9551382213541,147.0448617786459,False,False
49,CAL,152,5837,172.42762063928683,-20.42762063928683,False,False
346,WHM,271,5877,173.1216182459123,97.87838175408771,False,False
222,NIC,186,5892,173.37807833157623,12.621921668423767,False,False
228,NSW,119,6100,176.74570248343986,-57.74570248343986,False,False
84,CUB,160,6150,177.5232168646404,-17.523216864640403,False,False
138,ITA,502,6173,177.8672912360209,324.1327087639791,True,False
359,ZAM,91,6219,178.54505258066342,-87.54505258066342,False,False
13,ANG,95,6228,178.67610216365804,-83.67610216365804,False,False
122,GUY,181,6376,180.78059699552767,0.2194030044723263,False,False
215,NEP,280,6401,181.12455411116568,98.87544588883432,False,False
148,KEN,122,6429,181.5576037714596,-59.55760377145961,False,False
105,FRA,546,6587,183.72355116419632,362.27644883580365,True,False
20,ASS,289,6639,184.42318375042535,104.57681624957465,False,False
126,HON,213,6709,185.39073416933408,27.60926583066592,False,False
203,MXN,186,7068,190.47944142473534,-4.479441424735342,False,False
294,SPA,502,7097,190.90777821272772,311.09222178727225,True,False
68,CMN,117,7136,191.4881455055094,-74.48814550550941,False,False
61,CHT,204,7230,192.9059508302204,11.094049169779595,False,False
199,MXC,202,7558,198.01487691067155,3.9851230893284537,False,False
300,SUM,186,7562,198.07828034517354,-12.078280345173539,False,False
201,MXG,250,7937,203.94426299552265,46.05573700447735,False,False
131,IND,286,8184,207.57744492243248,78.42255507756752,False,False
95,EHM,320,8265,208.72451238001483,111.27548761998517,False,False
136,IRN,284,8365,210.11195259331737,73.88804740668263,False,False
120,GUA,219,8366,210.12570994207348,8.874290057926515,False,False
261,QLD,154,8417,210.82480846163426,-56.82480846163426,False,False
46,BZS,234,8641,213.85589846914064,20.14410153085936,False,False
185,MLY,222,8913,217.53015595324615,4.469844046753849,False,False
205,MXT,243,9360,223.53136078831466,19.468639211685343,False,False
255,PHI,211,9479,225.12116058798884,-14.12116058798884,False,False
358,ZAI,132,9565,226.27052710515846,-94.27052710515846,False,False
308,TAN,143,9772,229.0407757540615,-86.04077575406151,False,False
42,BZC,224,10015,232.3034396493125,-8.303439649312509,False,False
250,PAN,206,10270,235.72765738790025,-29.72765738790025,False,False
325,TUR,393,10271,235.74090022658302,157.25909977341698,True,False
344,WAU,87,10828,242.52383601691423,-155.52383601691423,False,True
76,COS,228,10837,242.62324725009722,-14.623247250097222,False,False
206,MYA,382,11103,245.448774056377,136.551225943623,False,False
200,MXE,272,11436,248.81969975926407,23.18030024073593,False,False
315,THA,305,11437,248.82951467974829,56.170485320251714,False,False
43,BZE,254,11694,251.31683984113965,2.683160158860346,False,False
60,CHS,316,11899,253.2588614851933,62.74113851480669,False,False
178,MDG,116,11943,253.67273584396898,-137.67273584396898,False,True
36,BOR,180,12125,255.38065995119342,-75.38065995119342,False,False
339,VIE,326,12156,255.6715497715864,70.3284502284136,False,False
233,NWG,171,13559,269.39525987539076,-98.39525987539076,False,False
45,BZN,241,13645,270.27300028784526,-29.273000287845264,False,False
204,MXS,278,14243,276.3116636023033,1.6883363976966734,False,False
35,BOL,335,14936,282.90105055113827,52.09894944886173,False,False
78,CPP,170,15913,291.79599548672144,-121.79599548672144,False,True
336,VEN,321,16360,295.8430035049345,25.156996495065528,False,False
44,BZL,294,18520,315.68158011839535,-21.681580118395345,False,False
93,ECU,276,18736,317.68517448678693,-41.685174486786934,False,False
54,CHC,405,20692,335.8788796511358,69.12112034886422,False,False
254,PER,324,21062,339.3246189815232,-15.324618981523201,False,False
65,CLM,353,25496,380.1788482943704,-27.178848294370425,False,False
