,taxon_name_w_authors,v11_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species
count,14710,14710,14710,14710,14344,14710,14340
unique,14710,4343,4343,4327,4007,5288,4557
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor,Sorghum bicolor subsp. bicolor,Sorghum bicolor
freq,1,316,316,316,316,316,316
