,v11_v16,Percentages
original_names,1367679,100.0
total_disagreements,14710,1.075544773298413
species_disagreements,8186,0.5985322579347931
genus_disagreements,806,0.05893195698698306
unresolved_via_chaining_despite_a_direct_resolution,42,0.003070896021654204
