,taxon_name_w_authors,v11_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
count,806,806,806,806,444,806,446,806,806
unique,806,417,417,416,234,477,238,387,435
top,Austrocylindropuntia colubrina (A.Cast.) Backeb.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Phyllanthus L.,Eria stellata,Bulbophyllum,Eria
freq,1,22,22,22,22,22,21,22,23
