,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
210169,Olax thouarsiana Baill.,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum (Lam.) Vahl,Olax psittacorum,Turraea thouarsiana (Baill.) Cavaco & Keraudren,Turraea thouarsiana,Olax,Turraea
210458,Kalawael Adans.,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Santaloides G.Schellenb.,,Rourea,Santaloides
214377,Spiropetalum Gilg,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Roureopsis Planch.,,Rourea,Roureopsis
214477,Byrsocarpus Schumach.,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Byrsocarpus Schumach.,,Rourea,Byrsocarpus
214478,Paxia Gilg,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Roureopsis Planch.,,Rourea,Roureopsis
214479,Roureopsis Planch.,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Roureopsis Planch.,,Rourea,Roureopsis
214480,Taeniochlaena Hook.f.,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Roureopsis Planch.,,Rourea,Roureopsis
214484,Santaloidella G.Schellenb.,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Santaloidella G.Schellenb.,,Rourea,Santaloidella
214485,Santalodes L. ex Kuntze,Rourea Aubl.,Rourea Aubl.,Rourea Aubl.,,Santaloides G.Schellenb.,,Rourea,Santaloides
214586,Sulcorebutia Backeb.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214836,Echinolobivia Y.Itô,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Aylostera Speg.,,Rebutia,Aylostera
214844,Bridgesia Backeb.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214846,Weingartia Werderm.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214847,Rebulobivia Frič,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Aylostera Speg.,,Rebutia,Aylostera
214848,Scoparebutia Frič & Kreuz. ex Buining,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Echinopsis Zucc.,,Rebutia,Echinopsis
214849,Cintia Kníže & Říha,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214850,Echinorebutia Frič ex Kreuz.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Aylostera Speg.,,Rebutia,Aylostera
214851,Spegazzinia Backeb.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214852,Cylindrorebutia Frič & Kreuz.,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Aylostera Speg.,,Rebutia,Aylostera
214853,Setirebutia Frič,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Aylostera Speg.,,Rebutia,Aylostera
214854,Gymnantha Y.Itô,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
214855,Gymnorebutia Doweld,Rebutia K.Schum.,Rebutia K.Schum.,Rebutia K.Schum.,,Weingartia Werderm.,,Rebutia,Weingartia
216985,Roupala varelana Diels ex J.F.Macbr.,Roupala monosperma var. monosperma,Roupala monosperma var. monosperma,Roupala monosperma var. monosperma,Roupala monosperma,Panopsis ferruginea (Meisn.) Pittier,Panopsis ferruginea,Roupala,Panopsis
218353,Helianthemum racemosum (L.) Pau,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum violaceum subsp. violaceum,Helianthemum violaceum,Tuberaria,Helianthemum
218384,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum,Tuberaria,Helianthemum
218495,Lodia Mosco & Zanov.,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,,Rapicactus Buxb. & Oehme,,Turbinicarpus,Rapicactus
218498,Toumeya Britton & Rose,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,,Sclerocactus Britton & Rose,,Turbinicarpus,Sclerocactus
218706,Diplotaxis vernalis Phil.,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum (Barnéoud) Al-Shehbaz & R.A.Price,Tropidocarpum lanatum,Rorippa mandonii (E.Fourn.) Mart.-Laborde,Rorippa mandonii,Tropidocarpum,Rorippa
219552,Meyenia Nees,Thunbergia Retz.,Thunbergia Retz.,Thunbergia Retz.,,Meyenia Nees,,Thunbergia,Meyenia
219674,Distichoselinum F.García Mart. & Silvestre,Thapsia L.,Thapsia L.,Thapsia L.,,Elaeoselinum W.D.J.Koch ex DC.,,Thapsia,Elaeoselinum
219675,Margotia Boiss.,Thapsia L.,Thapsia L.,Thapsia L.,,Elaeoselinum W.D.J.Koch ex DC.,,Thapsia,Elaeoselinum
223934,Bonarota Adans.,Veronica L.,Veronica L.,Veronica L.,,Paederota L.,,Veronica,Paederota
228701,Yungasocereus F.Ritter,Cleistocactus Lem.,Cleistocactus Lem.,Cleistocactus Lem.,,Yungasocereus F.Ritter,,Cleistocactus,Yungasocereus
229862,Condaliopsis (Weberb.) Suess.,Ziziphus Mill.,Ziziphus Mill.,Ziziphus Mill.,,Condaliopsis (Weberb.) Suess.,,Ziziphus,Condaliopsis
232461,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
232462,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
232463,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis,Drymaria cordata (L.) Willd. ex Schult.,Drymaria cordata,Stellaria,Drymaria
233067,Clementsia Rose,Sedum L.,Sedum L.,Sedum L.,,Rhodiola L.,,Sedum,Rhodiola
233070,Aizopsis Grulich,Sedum L.,Sedum L.,Sedum L.,,Phedimus Raf.,,Sedum,Phedimus
234066,Spergularia nobreana Samp.,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis Pax,Sagina hawaiensis,Spergularia media subsp. media,Spergularia media,Sagina,Spergularia
234529,Samaipaticereus Cárdenas,Cleistocactus Lem.,Cleistocactus Lem.,Cleistocactus Lem.,,Samaipaticereus Cárdenas,,Cleistocactus,Samaipaticereus
237823,Statice ciliata (Lange) Rothm.,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui (Girard) Kuntze,Limonium durieui,Armeria ciliata (Lange) Nieto Fel.,Armeria ciliata,Limonium,Armeria
238763,Gnidia cephalotes Licht. ex Meisn.,Lachnaea grandiflora (L.f.) Baill.,Lachnaea grandiflora (L.f.) Baill.,Lachnaea grandiflora (L.f.) Baill.,Lachnaea grandiflora,Gnidia linearifolia (Wikstr.) B.Peterson,Gnidia linearifolia,Lachnaea,Gnidia
241153,Malva spicata L.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum,Melochia spicata (L.) Fryxell,Melochia spicata,Malvastrum,Melochia
248425,Cuspa Humb.,Rinorea Aubl.,Rinorea Aubl.,Rinorea Aubl.,,Aspidosperma Mart. & Zucc.,,Rinorea,Aspidosperma
248945,Spirolobium A.D.Orb.,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,,Prosopis,Strombocarpa
249240,Parkia panurensis Benth. ex H.C.Hopkins,Dimorphandra cuprea Sprague & Sandwith,Dimorphandra cuprea Sprague & Sandwith,Dimorphandra cuprea Sprague & Sandwith,Dimorphandra cuprea,Parkia panurensis Benth. ex H.C.Hopkins,Parkia panurensis,Dimorphandra,Parkia
250347,Psorodendron Rydb.,Psorothamnus Rydb.,Psorothamnus Rydb.,Psorothamnus Rydb.,,Psorodendron Rydb.,,Psorothamnus,Psorodendron
250368,Sopropis Britton & Rose,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,,Prosopis,Strombocarpa
250378,Neltuma Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,,Prosopis,Neltuma
250559,Mitostax Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,,Prosopis,Neltuma
250586,Anonychium Schweinf.,Prosopis L.,Prosopis L.,Prosopis L.,,Anonychium Schweinf.,,Prosopis,Anonychium
250828,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus,Psittacanthus,Taxillus
251013,Dolichos stipulaceus Lam.,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea,Pueraria,Vigna
252604,Paullinia grandiflora Cambess.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata,Serjania erecta Radlk.,Serjania erecta,Paullinia,Serjania
253201,Corymbula Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,,Polygala,Senega
253210,Pylostachya Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,,Polygala,Senega
253247,Anthalogea Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,,Polygala,Senega
253295,Senegaria Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,,Polygala,Senega
255530,Pisonia elliptica J.A.Schmidt,Pisonia aculeata L.,Pisonia aculeata L.,Pisonia aculeata L.,Pisonia aculeata,"Guapira elliptica (J.A.Schmidt) E.F.S.Rossetto, D.S.Costa & J.M.A.Braga",Guapira elliptica,Pisonia,Guapira
259381,Pilostaxis Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,,Polygala,Senega
259715,Badiera Hassk.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Securidaca L.,,Polygala,Securidaca
259718,Zoroxus Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Chamaebuxus Tourn.,,Polygala,Chamaebuxus
261516,Devillea Tul. & Wedd.,Podostemum Michx.,Podostemum Michx.,Podostemum Michx.,,Devillea Tul. & Wedd.,,Podostemum,Devillea
265974,Serruria hirsuta H.Buek ex Meisn.,Scoparia L.,Scoparia L.,Scoparia L.,,Serruria scoparia R.Br.,Serruria scoparia,Scoparia,Serruria
266641,Meconopsis crassifolia Benth.,Chelidonium diphyllum Michx.,Chelidonium diphyllum Michx.,Chelidonium diphyllum Michx.,Chelidonium diphyllum,Papaver crassifolium (Benth.) Greene,Papaver crassifolium,Chelidonium,Papaver
269076,Stauracanthus aphyllus f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
269079,Stauracanthus genistoides f. spartioides (Webb) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
269084,Ulex genistoides f. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
269085,Ulex genistoides var. spartioides (Webb) C.Vicioso,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex minor Roth,Ulex minor,Stauracanthus,Ulex
269938,Bredemeyera mollis (Triana & Planch.) Dugand,Securidaca coriacea Bonpl.,Securidaca coriacea Bonpl.,Securidaca coriacea Bonpl.,Securidaca coriacea,Bredemeyera divaricata (DC.) J.F.B.Pastore,Bredemeyera divaricata,Securidaca,Bredemeyera
269942,Catocoma mollis Triana & Planch.,Securidaca coriacea Bonpl.,Securidaca coriacea Bonpl.,Securidaca coriacea Bonpl.,Securidaca coriacea,Bredemeyera divaricata (DC.) J.F.B.Pastore,Bredemeyera divaricata,Securidaca,Bredemeyera
272641,Angelica tsinlingensis K.T.Fu,Hansenia forbesii (H.Boissieu) Pimenov & Kljuykov,Hansenia forbesii (H.Boissieu) Pimenov & Kljuykov,Hansenia forbesii (H.Boissieu) Pimenov & Kljuykov,Hansenia forbesii,Melanosciadium tsinlingensis (K.T.Fu) Q.P.Jiang & X.J.He,Melanosciadium tsinlingensis,Hansenia,Melanosciadium
273632,Brachynema Griff.,Abrophyllum Hook.f.,Abrophyllum Hook.f.,Abrophyllum Hook.f.,,Sphenodesme Jack,,Abrophyllum,Sphenodesme
279185,Pseudalbizzia Britton & Rose,Albizia Durazz.,Albizia Durazz.,Albizia Durazz.,,Pseudalbizzia Britton & Rose,,Albizia,Pseudalbizzia
279191,Arthrosamanea Britton & Rose,Albizia Durazz.,Albizia Durazz.,Albizia Durazz.,,Pseudalbizzia Britton & Rose,,Albizia,Pseudalbizzia
280818,Sadiria solanifolia Mez,Amblyanthopsis membranacea (Wall. ex A.DC.) Mez,Amblyanthopsis membranacea (Wall. ex A.DC.) Mez,Amblyanthopsis membranacea (Wall. ex A.DC.) Mez,Amblyanthopsis membranacea,Sadiria solanifolia Mez,Sadiria solanifolia,Amblyanthopsis,Sadiria
282333,Eustylis Hook.f.,Angelica L.,Angelica L.,Angelica L.,,Scandia J.W.Dawson,,Angelica,Scandia
282562,Aniba megacarpa Hemsl.,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla (Kunth) Mez,Aniba canelilla,Licaria cannella subsp. cannella,Licaria cannella,Aniba,Licaria
283292,Ruschia decumbens L.Bolus,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta (L.Bolus) H.E.K.Hartmann,Antimima defecta,Ruschia decumbens L.Bolus,Ruschia decumbens,Antimima,Ruschia
287822,Podlechiella Maassoumi & Kaz.Osaloo,Astragalus L.,Astragalus L.,Astragalus L.,,Podlechiella Maassoumi & Kaz.Osaloo,,Astragalus,Podlechiella
287947,Banfiopuntia Guiggi,Austrocylindropuntia Backeb.,Austrocylindropuntia Backeb.,Austrocylindropuntia Backeb.,,Tephrocactus Lem.,,Austrocylindropuntia,Tephrocactus
292924,"Sulcorebutia azurduyensis Gertel, Jucker & J.de Vries",Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Aylostera,Weingartia
292925,"Weingartia azurduyensis (Gertel, Jucker & J.de Vries) Hentzschel & K.Augustin",Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta (F.A.C.Weber) Backeb.,Aylostera deminuta,Weingartia canigueralii (Cárdenas) F.H.Brandt,Weingartia canigueralii,Aylostera,Weingartia
295410,Atrema DC.,Bifora Hoffm.,Bifora Hoffm.,Bifora Hoffm.,,Atrema DC.,,Bifora,Atrema
296980,Echinopepon palmeri S.Watson,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296982,Vaseyanthus insularis var. palmeri (S.Watson) Gentry,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296984,Vaseyanthus insularis var. brandegeei (Cogn.) I.M.Johnst.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296987,Vaseyanthus palmeri (S.Watson) Gentry,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296988,Vaseyanthus brandegeei (Cogn.) Rose,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296990,Brandegea palmeri (S.Watson) Rose,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
296991,Brasilicereus Backeb.,Facheiroa Britton & Rose,Facheiroa Britton & Rose,Facheiroa Britton & Rose,,Brasilicereus Backeb.,,Facheiroa,Brasilicereus
296994,Echinocystis brandegeei Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii (S.Watson) Cogn.,Brandegea bigelovii,Echinopepon insularis S.Watson,Echinopepon insularis,Brandegea,Echinopepon
297005,"Bragaia Esteves, Hofacker & P.J.Braun",Facheiroa Britton & Rose,Facheiroa Britton & Rose,Facheiroa Britton & Rose,,"Bragaia Esteves, Hofacker & P.J.Braun",,Facheiroa,Bragaia
297013,Mortolopuntia Guiggi,Brasiliopuntia (K.Schum.) A.Berger,Brasiliopuntia (K.Schum.) A.Berger,Brasiliopuntia (K.Schum.) A.Berger,,Salmonopuntia P.V.Heath,,Brasiliopuntia,Salmonopuntia
297038,Brassica nigra var. laevigata (DC.) Alef.,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata (A.Braun) D.A.German,Mutarda carinata,Erucastrum strigosum (Thunb.) O.E.Schulz,Erucastrum strigosum,Mutarda,Erucastrum
299226,Bonduc Adans.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,,Guilandina L.,,Caesalpinia,Guilandina
299231,Adenocalyx Bertero ex Kunth,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,,Coulteria Kunth,,Caesalpinia,Coulteria
299233,Ticanto Adans.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,,Ticanto Adans.,,Caesalpinia,Ticanto
299234,Echyrospermum Schott,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,Caesalpinia Plum. ex L.,,Plathymenia Benth.,,Caesalpinia,Plathymenia
300825,Meesia Gaertn.,Campylospermum Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,,Philomeda Noronha ex Thouars,,Campylospermum,Philomeda
300829,Spongopyrena Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,,Philomeda Noronha ex Thouars,,Campylospermum,Philomeda
300830,Campylocercum Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,,Philomeda Noronha ex Thouars,,Campylospermum,Philomeda
300832,Walkera Schreb.,Campylospermum Tiegh.,Campylospermum Tiegh.,Campylospermum Tiegh.,,Philomeda Noronha ex Thouars,,Campylospermum,Philomeda
303896,Sparrea Hunz. & Dottori,Celtis L.,Celtis L.,Celtis L.,,Sparrea Hunz. & Dottori,,Celtis,Sparrea
304443,Doerriena Borkh.,Cerastium Tourn. ex L.,Cerastium Tourn. ex L.,Cerastium Tourn. ex L.,,Moenchia Ehrh.,,Cerastium,Moenchia
306683,Legocia Livera,Christisonia Gardner,Christisonia Gardner,Christisonia Gardner,,Campbellia Wight,,Christisonia,Campbellia
307195,Floribunda F.Ritter,Cipocereus F.Ritter,Cipocereus F.Ritter,Cipocereus F.Ritter,,Floribunda F.Ritter,,Cipocereus,Floribunda
307797,Calandrinia montana Phil.,Philippiamra calycina (Phil.) Hershk.,Philippiamra calycina (Phil.) Hershk.,Philippiamra calycina (Phil.) Hershk.,Philippiamra calycina,Montiopsis trifida (Hook. & Arn.) D.I.Ford,Montiopsis trifida,Philippiamra,Montiopsis
308381,Cephalocleistocactus F.Ritter,Cleistocactus Lem.,Cleistocactus Lem.,Cleistocactus Lem.,,Cephalocleistocactus F.Ritter,,Cleistocactus,Cephalocleistocactus
308385,Borzicactella F.Ritter,Cleistocactus Lem.,Cleistocactus Lem.,Cleistocactus Lem.,,Borzicactus Riccob.,,Cleistocactus,Borzicactus
310286,Neolloydia Britton & Rose,Cochemiea (K.Brandegee) Walton,Cochemiea (K.Brandegee) Walton,Cochemiea (K.Brandegee) Walton,,Neolloydia Britton & Rose,,Cochemiea,Neolloydia
310304,Ortegocactus Alexander,Cochemiea (K.Brandegee) Walton,Cochemiea (K.Brandegee) Walton,Cochemiea (K.Brandegee) Walton,,Ortegocactus Alexander,,Cochemiea,Ortegocactus
310636,Brassica mesopotamica (Spreng.) Bernh.,"Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez","Coincya tournefortii (Gouan) Alcaraz, T.E.Díaz, Rivas Mart. & Sánchez-Gómez",Coincya tournefortii,Mutarda arvensis (L.) D.A.German,Mutarda arvensis,Coincya,Mutarda
313170,Lithocardium macranthum (Cham.) Kuntze,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora (Ruiz & Pav.) Oken,Cordia alliodora,Varronia paucidentata (Fresen.) Friesen,Varronia paucidentata,Cordia,Varronia
315479,Luffa cylindrica var. multiflora (Spreng.) Domin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315723,Luffa arabum Steud.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315742,Luffa jacquinii Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315748,Luffa hederacea Wall. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315752,Luffa foetida Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315759,Luffa striata Schrad.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315765,Luffa veitchii Naudin,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315768,Luffa vittata Zipp. ex Span.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315772,Luffa luffa (L.) A.Lyons,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315776,Luffa satpatia Buch.-Ham. ex G.Don,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315780,Luffa parvala Buch.-Ham.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315784,Luffa scabra Schumach. & Thonn.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315788,Luffa racemosa Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315795,Luffa clavata Roxb.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
315799,Luffa cordata Meisn. ex M.Roem.,Cucumis melo L.,Cucumis melo L.,Cucumis melo L.,Cucumis melo,Luffa aegyptiaca Mill.,Luffa aegyptiaca,Cucumis,Luffa
317667,Didymocarpus pallidus Kraenzl.,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii,Cyrtandra edanoi Olivar & Pelser,Cyrtandra edanoi,Rhynchotechum,Cyrtandra
320285,Dufrenoya Chatin,Dendrotrophe Miq.,Dendrotrophe Miq.,Dendrotrophe Miq.,,Dufrenoya Chatin,,Dendrotrophe,Dufrenoya
