,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
873897,Avellara Blanca & C.Díaz,Scorzonera L.,Scorzonera L.,Scorzonera L.,,Avellara Blanca & C.Díaz,,Scorzonera,Avellara
874565,Aragallus viscidulus var. depressus Rydb.,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis,Oxytropis,Oxytropis
874566,Oxytropis leucantha var. depressa (Rydb.) B.Boivin,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha subsp. leucantha,Oxytropis leucantha,Oxytropis borealis var. viscida (Nutt.) S.L.Welsh,Oxytropis borealis,Oxytropis,Oxytropis
874775,Isoetes virginica N.Pfeiff.,Isoetes melanopoda subsp. melanopoda,Isoetes melanopoda subsp. melanopoda,Isoetes melanopoda subsp. melanopoda,Isoetes melanopoda,Isoetes virginica N.Pfeiff.,Isoetes virginica,Isoetes,Isoetes
875137,Lycopodium plumosum var. penniforme (Lam.) Steud.,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana Spring,Selaginella haenkeana,Selaginella radiata (Aubl.) Spring,Selaginella radiata,Selaginella,Selaginella
875332,Selaginella microclada Baker,Selaginella monospora Spring,Selaginella monospora Spring,Selaginella monospora Spring,Selaginella monospora,Selaginella microclada Baker,Selaginella microclada,Selaginella,Selaginella
875799,Isoetes riparia var. palmeri (A.A.Eaton) Proctor,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei,Isoetes riparia var. riparia,Isoetes riparia,Isoetes,Isoetes
875800,Isoetes saccharata var. palmeri A.A.Eaton,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei A.A.Eaton,Isoetes × dodgei,Isoetes riparia var. riparia,Isoetes riparia,Isoetes,Isoetes
876304,Isoetes echinospora var. muricata (Durieu) Engelm.,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora,Isoetes muricata Durieu,Isoetes muricata,Isoetes,Isoetes
876305,Isoetes echinospora subf. lativelata Iversen,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora Durieu,Isoetes echinospora,Isoetes muricata Durieu,Isoetes muricata,Isoetes,Isoetes
876469,Marattia calliodous de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana salicina (Sm.) Murdock,Ptisana salicina,Ptisana,Ptisana
876470,Marattia cuneiformis de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
876471,Marattia macrophylla de Vriese,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
876473,Marattia sorbifolia (Bory) Sw.,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
876475,Myriotheca sorbifolia Bory,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea (Sm.) Murdock,Ptisana fraxinea,Ptisana sorbifolia (Bory) ined.,Ptisana sorbifolia,Ptisana,Ptisana
876492,Danaea quebradensis Christenh.,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens A.Rojas,Danaea lucens,Danaea quebradensis Christenh.,Danaea quebradensis,Danaea,Danaea
876597,Botrychium onondagense Underw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria,Botrychium onondagense Underw.,Botrychium onondagense,Botrychium,Botrychium
876715,Ophioglossum ammophilum C.D.Adams,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum Welw. ex A.Braun,Ophioglossum gomezianum,Ophioglossum ammophilum C.D.Adams,Ophioglossum ammophilum,Ophioglossum,Ophioglossum
876788,Ophioglossum alaskanum E.Britton,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pusillum Raf.,Ophioglossum pusillum,Ophioglossum,Ophioglossum
876789,Ophioglossum arenarium E.Britton,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pusillum Raf.,Ophioglossum pusillum,Ophioglossum,Ophioglossum
876792,Ophioglossum pringlei Underw. ex Conz.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
876793,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
876797,Ophioglossum valdivianum Phil.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum valdivianum Phil.,Ophioglossum valdivianum,Ophioglossum,Ophioglossum
876798,Ophioglossum vulgatum f. lanceolatum S.F.Blake,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
876799,Ophioglossum vulgatum var. lanceolatum Clute,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,Ophioglossum pycnostichum,Ophioglossum,Ophioglossum
876913,Trichomanes latipinnulata Bonap.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
876914,Trichomanes cornutum C.Chr.,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
876915,Trichomanes boivinii Bosch,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense (Bosch) T.Moore,Trichomanes madagascariense,Trichomanes boivinii Bosch,Trichomanes boivinii,Trichomanes,Trichomanes
876947,Gleichenia linearis var. tetraphylla Rosenst.,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis Ching & Chiu,Dicranopteris taiwanensis,Dicranopteris tetraphylla (Rosenst.) C.M.Kuo,Dicranopteris tetraphylla,Dicranopteris,Dicranopteris
877000,Hymenophyllum asperulum Kunze,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum,Hymenophyllum,Hymenophyllum
877001,Hymenophyllum fucoides var. frigidum Liebm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum cordobense (Hieron.) C.Larsen & Arana,Hymenophyllum cordobense,Hymenophyllum,Hymenophyllum
877004,Hymenophyllum tunbrigense var. asperulum (Kunze) Diem & J.S.Licht.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense,Hymenophyllum asperulum Kunze,Hymenophyllum asperulum,Hymenophyllum,Hymenophyllum
877019,Hymenophyllum platylobum Bosch,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum,Hymenophyllum platylobum Bosch,Hymenophyllum platylobum,Hymenophyllum,Hymenophyllum
877020,Hymenophyllum producens Fée,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum Hook. & Grev.,Hymenophyllum valvatum,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum,Hymenophyllum
877227,Vittaria lunulata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
877229,Lindsaea scandens Hook.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea scandens Hook.,Lindsaea scandens,Nesolindsaea,Lindsaea
877230,Vittaria parasitica Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
877231,Lindsaea bipinnata Roxb.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata (Hook.) Lehtonen & Christenh.,Nesolindsaea caudata,Lindsaea parasitica (Roxb.) Wall. ex Hieron.,Lindsaea parasitica,Nesolindsaea,Lindsaea
877289,Davallia concinna C.Presl,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia concinna (C.Presl) T.Moore,Dennstaedtia concinna,Dennstaedtia,Dennstaedtia
877301,Dicksonia recognita Kunze,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia obtusifolia (Willd.) T.Moore,Dennstaedtia obtusifolia,Dennstaedtia,Dennstaedtia
877303,Patania concinna C.Presl,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens Ekman ex Maxon,Dennstaedtia arborescens,Dennstaedtia concinna (C.Presl) T.Moore,Dennstaedtia concinna,Dennstaedtia,Dennstaedtia
877315,Dicksonia angustidens C.Presl,Dennstaedtia cicutaria (Sw.) T.Moore,Dennstaedtia cicutaria (Sw.) T.Moore,Dennstaedtia cicutaria (Sw.) T.Moore,Dennstaedtia cicutaria,Dennstaedtia dissecta (Sw.) T.Moore,Dennstaedtia dissecta,Dennstaedtia,Dennstaedtia
877453,Thelypteris itoana Seriz.,Phegopteris decursive-pinnata (H.C.Hall) Fée,Phegopteris decursive-pinnata (H.C.Hall) Fée,Phegopteris decursive-pinnata (H.C.Hall) Fée,Phegopteris decursive-pinnata,Phegopteris koreana B.Y.Sun & C.H.Kim,Phegopteris koreana,Phegopteris,Phegopteris
877462,Hypolepis pteroides Mett.,Hypolepis obtusata (C.Presl) Kuhn,Hypolepis obtusata (C.Presl) Kuhn,Hypolepis obtusata (C.Presl) Kuhn,Hypolepis obtusata,Hypolepis pteroides Mett.,Hypolepis pteroides,Hypolepis,Hypolepis
877486,Hypolepis goetzei Hieron. ex Reimers,Hypolepis viscida (Roxb.) ined.,Hypolepis viscida (Roxb.) ined.,Hypolepis viscida (Roxb.) ined.,Hypolepis viscida,Hypolepis goetzei Hieron. ex Reimers,Hypolepis goetzei,Hypolepis,Hypolepis
877855,Osmunda regalis f. orbiculata Clute,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis Willd.,Osmunda spectabilis,Osmunda × ruggii R.M.Tryon,Osmunda × ruggii,Osmunda,Osmunda
877870,Hymenophyllum daedaleum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
877871,Hymenophyllum erosum Blume,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
877873,Hymenophyllum micranthum Bosch,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe Willd.,Hymenophyllum australe,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum,Hymenophyllum
877895,Hymenophyllum okadae Masam.,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum (Bosch) Baker,Hymenophyllum barbatum,Hymenophyllum okadae Masam.,Hymenophyllum okadae,Hymenophyllum,Hymenophyllum
878030,Lindsaea alexandri var. bipinnata Hillebr.,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum Viane,Asplenium dielerectum,Asplenium centifolium (Hillebr.) ined.,Asplenium centifolium,Asplenium,Asplenium
878067,Anemia cornea Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878068,Anemia humilis (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878069,Anemia oblongifolia var. humilis (Cav.) Baker,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878072,Anemia pilosa M.Martens & Galeotti,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878073,Anemia presliana Prantl,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia presliana Prantl,Anemia presliana,Anemia,Anemia
878075,Anemia seemannii Hook.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878076,Osmunda humilis Cav.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia (Cav.) Sw.,Anemia oblongifolia,Anemia humilis (Cav.) Sw.,Anemia humilis,Anemia,Anemia
878128,Hymenophyllum ciliatum f. tuberosum Rosenst.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum,Hymenophyllum vestitum (C.Presl) Bosch,Hymenophyllum vestitum,Hymenophyllum,Hymenophyllum
878130,Hymenophyllum caulopteron Fée,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum,Hymenophyllum vestitum (C.Presl) Bosch,Hymenophyllum vestitum,Hymenophyllum,Hymenophyllum
878134,Hymenophyllum elatius Christ,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum,Hymenophyllum vestitum (C.Presl) Bosch,Hymenophyllum vestitum,Hymenophyllum,Hymenophyllum
878148,Sphaerocionium vestitum C.Presl,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum (L.) Sw.,Hymenophyllum hirsutum,Hymenophyllum vestitum (C.Presl) Bosch,Hymenophyllum vestitum,Hymenophyllum,Hymenophyllum
878160,Hymenophyllum merrillii Christ,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum merrillii Christ,Hymenophyllum merrillii,Hymenophyllum,Hymenophyllum
878166,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum merrillii Christ,Hymenophyllum merrillii,Hymenophyllum,Hymenophyllum
878174,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum,Hymenophyllum,Hymenophyllum
878182,Mecodium fimbriatum (J.Sm. ex Hook.) Copel.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum Spreng.,Hymenophyllum javanicum,Hymenophyllum fimbriatum J.Sm. ex Hook.,Hymenophyllum fimbriatum,Hymenophyllum,Hymenophyllum
878198,Hymenophyllum latifolium (Copel.) C.V.Morton,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum,Hymenophyllum
878199,Meringium latifolium Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum Copel.,Hymenophyllum laminatum,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum,Hymenophyllum
878234,Trichomanes obtusum (Copel.) C.V.Morton,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum Hook. & Arn.,Hymenophyllum obtusum,Trichomanes maximum Blume,Trichomanes maximum,Hymenophyllum,Trichomanes
878245,Hymenophyllum megachilum C.Presl,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum (Poir.) Desv.,Hymenophyllum peltatum,Hymenophyllum megachilum C.Presl,Hymenophyllum megachilum,Hymenophyllum,Hymenophyllum
878266,Hymenophyllum cuneatum var. calyciforme E.D.Br.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum calyciforme (E.D.Br.) ined.,Hymenophyllum calyciforme,Hymenophyllum,Hymenophyllum
878281,Hymenophyllum sturmii Bosch,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum sturmii Bosch,Hymenophyllum sturmii,Hymenophyllum,Hymenophyllum
878284,Hymenophyllum viridissimum Fée,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos (Sw.) Sw.,Hymenophyllum polyanthos,Hymenophyllum viridissimum Fée,Hymenophyllum viridissimum,Hymenophyllum,Hymenophyllum
878383,Hymenophyllum lineare var. brasiliense Rosenst.,Hymenophyllum rufum Fée,Hymenophyllum rufum Fée,Hymenophyllum rufum Fée,Hymenophyllum rufum,Hymenophyllum pulchellum Schltdl. & Cham.,Hymenophyllum pulchellum,Hymenophyllum,Hymenophyllum
878395,Hymenophyllum pulchrum Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum,Hymenophyllum,Hymenophyllum
878399,Meringium pulchrum (Copel.) Copel.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum (C.Presl) C.Chr.,Hymenophyllum serrulatum,Hymenophyllum pachydermicum Ces.,Hymenophyllum pachydermicum,Hymenophyllum,Hymenophyllum
878633,Alsophila stipularis Christ,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea stipularis (Christ) Domin,Cyathea stipularis,Cyathea,Cyathea
878634,Alsophila trichiata Maxon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea trichiata (Maxon) Domin,Cyathea trichiata,Cyathea,Cyathea
878640,Trichipteris trichiata (Maxon) R.M.Tryon,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata Liebm.,Cyathea bicrenata,Cyathea trichiata (Maxon) Domin,Cyathea trichiata,Cyathea,Cyathea
879038,Asplenium tianshanense Ching,Asplenium altajense (Kom.) Grubov,Asplenium altajense (Kom.) Grubov,Asplenium altajense (Kom.) Grubov,Asplenium altajense,Asplenium nesii Christ,Asplenium nesii,Asplenium,Asplenium
879145,Asplenium cuneatum var. caripense Klotzsch,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum Lam.,Asplenium cuneatum,Asplenium caripense (Klotzsch) E.Fourn.,Asplenium caripense,Asplenium,Asplenium
879280,Asplenium adiantoides var. colensoi (Colenso) Hook.f.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium hookerianum Colenso,Asplenium hookerianum,Asplenium,Asplenium
879281,Asplenium colensoi Colenso,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium hookerianum Colenso,Asplenium hookerianum,Asplenium,Asplenium
879339,Asplenium nitidulum Hillebr.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum,Asplenium polyodon G.Forst.,Asplenium polyodon,Asplenium,Asplenium
879340,Asplenium polyodon var. squamulosum (C.Chr.) R.A.Rodr.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum Sw.,Asplenium praemorsum,Asplenium rapanuianum ined.,Asplenium rapanuianum,Asplenium,Asplenium
879563,Trichipteris maguirei R.M.Tryon,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii Domin,Cyathea williamsii,Cyathea maguirei (R.M.Tryon) Lehnert,Cyathea maguirei,Cyathea,Cyathea
879773,Pteris setulosocostulata Hayata,Pteris spinescens C.Presl,Pteris spinescens C.Presl,Pteris spinescens C.Presl,Pteris spinescens,Pteris setulosocostulata Hayata,Pteris setulosocostulata,Pteris,Pteris
879774,Litobrochia organensis Fée,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens,Pteris organensis (Fée) J.Prado & R.Y.Hirai,Pteris organensis,Pteris,Pteris
879778,Pteris splendens var. organensis (Fée) Dutra,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens Kaulf.,Pteris splendens,Pteris organensis (Fée) J.Prado & R.Y.Hirai,Pteris organensis,Pteris,Pteris
