,taxon_name_w_authors,v11_accepted_name_w_author,v15_taxon_name_w_authors,v15_chained_accepted_name_w_author,v15_chained_accepted_species,v15_direct_accepted_name_w_author,v15_direct_accepted_species
count,12834,12834,12834,12834,12524,12834,12530
unique,12834,3892,3892,3876,3599,4673,4058
top,Viola tricolor var. ruralis (Jord. ex Boreau) Corb.,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor (L.) Moench,Sorghum bicolor,Sorghum bicolor subsp. bicolor,Sorghum bicolor
freq,1,316,316,316,316,316,316
